,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1,Grimey,TroyBoi,67bRcGquJWIw6q927Yocht,spotify:track:67bRcGquJWIw6q927Yocht,3.23,34,0.883,0.406,2,-6.07,0.301,0.0307,0.547,0.057,0.534,140.07
2,Made In China,Higher Brothers,1qowUCis8gYY9KOMuy8fCi,spotify:track:1qowUCis8gYY9KOMuy8fCi,2.86,45,0.79,0.779,1,-2.642,0.0416,0.00397,0.000155,0.159,0.228,150.115
3,FIGHT,Tokyo Machine,7kvm95wpVPUHVEptmsdls6,spotify:track:7kvm95wpVPUHVEptmsdls6,3.59,39,0.746,0.751,2,-5.093,0.0537,0.00349,0.76,0.0496,0.712,128.029
4,Everything Black,Unlike Pluto,3UEnF6y5tyHVtMzldS3svp,spotify:track:3UEnF6y5tyHVtMzldS3svp,3.82,74,0.62,0.864,5,-4.334,0.114,0.0323,0.0,0.117,0.395,98.059
5,Solo,Prismo,5aWooiRZSWS0P4I5dzLkUJ,spotify:track:5aWooiRZSWS0P4I5dzLkUJ,3.06,0,0.442,0.846,10,-4.11,0.107,0.000352,0.0106,0.376,0.506,179.936
6,Worst in Me,Unlike Pluto,5fxTqRkibJsbCD1FSz8U8X,spotify:track:5fxTqRkibJsbCD1FSz8U8X,3.3,37,0.675,0.67,9,-6.476,0.0472,0.0511,0.000635,0.0759,0.477,88.026
7,Electric Church,Mike Taylor,185fu7IsLEY43NFu31pKZr,spotify:track:185fu7IsLEY43NFu31pKZr,4.29,34,0.76,0.848,10,-3.769,0.0719,0.00681,0.000114,0.128,0.782,116.978
8,Thief,Ansel Elgort,3BtA1koBtnClfirgg4BpjI,spotify:track:3BtA1koBtnClfirgg4BpjI,3.68,55,0.592,0.741,1,-3.792,0.0842,0.0251,0.0,0.111,0.379,180.038
9,Killing Giants,Puppet,5naMU1EbiukINCYPccBFZ5,spotify:track:5naMU1EbiukINCYPccBFZ5,4.03,43,0.395,0.941,4,-4.529,0.0713,0.199,0.00119,0.348,0.405,179.965
10,Echo (feat. Jonathan Mendelsohn),Hardwell,4QxJKYYSpq6CViKUZ6KL4L,spotify:track:4QxJKYYSpq6CViKUZ6KL4L,5.15,13,0.625,0.937,1,-4.194,0.0433,0.00176,0.228,0.117,0.0975,129.985
11,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,7jzldCBnJjpJM3epzJ85KE,spotify:track:7jzldCBnJjpJM3epzJ85KE,3.1,61,0.628,0.821,1,-2.721,0.0525,0.0208,0.0,0.426,0.465,93.001
12,What I've Waited For,Vicetone,5k3WiFcuOQ8htHIh5QnMT5,spotify:track:5k3WiFcuOQ8htHIh5QnMT5,3.7,47,0.533,0.78,2,-3.299,0.0487,0.0143,1.4e-06,0.303,0.343,127.95
13,The Girl,Hellberg,4wWe3qI7pyxkNVVA3XTYoN,spotify:track:4wWe3qI7pyxkNVVA3XTYoN,4.43,51,0.49,0.72,9,-3.797,0.0351,0.0691,0.0,0.121,0.428,125.993
14,Burn the House Down,AJR,2HaYSyjZmqhFVviYOakAth,spotify:track:2HaYSyjZmqhFVviYOakAth,3.54,0,0.454,0.66,0,-4.357,0.168,0.0364,0.0,0.181,0.568,184.353
15,I'm Ready,AJR,2dgFqylK6gyILa4HY65u0y,spotify:track:2dgFqylK6gyILa4HY65u0y,3.79,63,0.628,0.867,9,-3.555,0.0913,0.0108,0.0,0.308,0.597,78.043
16,I Apologize,Five Finger Death Punch,1hntQPOGfiSztG0cASWRoX,spotify:track:1hntQPOGfiSztG0cASWRoX,4.05,0,0.505,0.929,9,-4.69,0.0529,0.00068,0.0,0.167,0.419,77.991
17,Indestructible,Disturbed,42ZVk59gT4tMlrZmd8Ijxf,spotify:track:42ZVk59gT4tMlrZmd8Ijxf,4.63,70,0.429,0.966,8,-4.605,0.0733,0.000209,0.124,0.371,0.525,179.956
18,In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,3.61,86,0.556,0.864,3,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143
19,Hail to the King,Avenged Sevenfold,5anCkDvJ17aznvK5TED5uo,spotify:track:5anCkDvJ17aznvK5TED5uo,5.1,77,0.58,0.916,3,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004
20,Invincible,Adelitas Way,4FthwGFz9SVZgCVqxNXsSK,spotify:track:4FthwGFz9SVZgCVqxNXsSK,3.17,64,0.405,0.962,11,-4.894,0.0842,0.000213,2.31e-06,0.108,0.489,170.023
21,Nightmare,Avenged Sevenfold,4UEo1b0wWrtHMC8bVqPiH8,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,6.24,72,0.554,0.949,2,-4.928,0.0787,0.000318,9.98e-05,0.2,0.233,129.984
22,Shepherd of Fire,Avenged Sevenfold,1fQaoh3imrMunWVZh5kf90,spotify:track:1fQaoh3imrMunWVZh5kf90,5.4,70,0.576,0.906,2,-7.677,0.0571,0.000332,0.0614,0.0908,0.211,127.935
23,Afterlife,Avenged Sevenfold,7zAt4tdL44D3VuzsvM0N8n,spotify:track:7zAt4tdL44D3VuzsvM0N8n,5.87,71,0.487,0.949,2,-4.217,0.0798,0.000429,2.91e-05,0.231,0.406,110.02
24,Alone In A Room,Asking Alexandria,0hAIs32U2SmJcXymlcyF8h,spotify:track:0hAIs32U2SmJcXymlcyF8h,4.1,64,0.482,0.946,4,-3.23,0.0852,0.00251,0.0,0.0466,0.284,135.071
25,Hopelessly Hopeful,Asking Alexandria,1jDrYPoiTVcWNybb2kySD0,spotify:track:1jDrYPoiTVcWNybb2kySD0,3.22,48,0.468,0.961,0,-2.211,0.107,0.0136,0.0,0.0502,0.37,135.103
26,When The Lights Come On,Asking Alexandria,2lWN4CNYwjFiakaTuawzzb,spotify:track:2lWN4CNYwjFiakaTuawzzb,3.39,47,0.493,0.951,2,-3.448,0.0779,0.00184,0.0,0.279,0.298,155.071
27,What It Takes,Adelitas Way,5f7CQQlWscLYxkdzaKWx5Q,spotify:track:5f7CQQlWscLYxkdzaKWx5Q,3.15,38,0.516,0.877,8,-4.358,0.0755,0.00144,0.0,0.094,0.625,174.173
28,Through The Fire And Flames,DragonForce,1iTb2vi8Bls7QY6CKL2gj2,spotify:track:1iTb2vi8Bls7QY6CKL2gj2,7.32,54,0.111,0.952,0,-4.864,0.131,0.00163,0.00645,0.345,0.126,200.074
29,Remember the Name (feat. Styles of Beyond),Fort Minor,6ndmKwWqMozN2tcZqzCX4K,spotify:track:6ndmKwWqMozN2tcZqzCX4K,3.84,74,0.688,0.835,8,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858
30,Notorious,Adelitas Way,5PZo9NMyNLxOlpEFoYo611,spotify:track:5PZo9NMyNLxOlpEFoYo611,2.84,59,0.53,0.967,0,-2.108,0.0657,0.000507,0.205,0.0786,0.642,99.962
31,Hero,Skillet,4CbKVDZkYKdv69I4bCaKUq,spotify:track:4CbKVDZkYKdv69I4bCaKUq,3.11,73,0.533,0.967,1,-2.543,0.0995,0.00791,0.0,0.336,0.782,142.018
32,Saviors of the World,Skillet,63M0g37HTmkOEKQYiPali5,spotify:track:63M0g37HTmkOEKQYiPali5,3.77,36,0.521,0.93,0,-4.219,0.0578,0.000584,0.00119,0.264,0.338,130.039
33,I Am An Outsider,Three Days Grace,2wcwbcUmCgB2dt8Pm3o231,spotify:track:2wcwbcUmCgB2dt8Pm3o231,2.7,0,0.436,0.902,0,-4.861,0.0517,0.00125,0.0,0.347,0.53,171.997
34,End of Me,Ashes Remain,3tfTwukbzAVanIvsYeIEmj,spotify:track:3tfTwukbzAVanIvsYeIEmj,2.84,0,0.59,0.823,5,-4.606,0.0394,0.00187,0.0,0.375,0.571,129.969
35,For the Glory,All Good Things,3B9fSgViwhIqsVa7W9NVZK,spotify:track:3B9fSgViwhIqsVa7W9NVZK,4.77,0,0.486,0.866,2,-4.711,0.0626,0.000173,1.31e-06,0.0892,0.493,138.08
36,Playing God,Polyphia,3nBGFgfRQ8ujSmu5cGlZIU,spotify:track:3nBGFgfRQ8ujSmu5cGlZIU,3.43,69,0.601,0.789,4,-6.822,0.0328,0.0395,0.812,0.114,0.315,137.06
37,G.O.A.T.,Polyphia,0maCwhZTO3PybhSiQcsjAf,spotify:track:0maCwhZTO3PybhSiQcsjAf,3.6,58,0.66,0.76,11,-5.488,0.0332,0.000601,0.312,0.0949,0.359,107.028
38,Butterflies,Samsa,6kVku2CoE7fbD29miiutzw,spotify:track:6kVku2CoE7fbD29miiutzw,3.32,0,0.54,0.744,1,-10.942,0.405,0.307,8.95e-05,0.103,0.925,92.207
39,Solo,Samsa,4XOlo2K3XX1ICy1KfEiWyO,spotify:track:4XOlo2K3XX1ICy1KfEiWyO,3.47,0,0.526,0.525,0,-12.345,0.26,0.712,0.000148,0.139,0.66,73.731
40,Slow Dancing in a Burning Room,John Mayer,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,4.03,75,0.667,0.361,1,-8.69,0.0273,0.575,0.00506,0.0805,0.29,134.018
41,Gravity,John Mayer,3SktMqZmo3M9zbB7oKMIF7,spotify:track:3SktMqZmo3M9zbB7oKMIF7,4.1,73,0.753,0.326,7,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799
42,comethru,Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,spotify:track:18uwL0vNUanqZH0ro2QcOP,3.03,79,0.795,0.178,0,-11.991,0.0574,0.607,0.0,0.623,0.608,93.982
43,Fantasy,khai dreams,53usuYfeK66GLBhm6k7x5e,spotify:track:53usuYfeK66GLBhm6k7x5e,2.84,0,0.35,0.43,7,-13.14,0.131,0.715,0.0,0.299,0.203,169.908
44,Anthropocene,Samsa,070iRzgOurm4lI1SViKJ6i,spotify:track:070iRzgOurm4lI1SViKJ6i,4.27,0,0.479,0.784,7,-8.464,0.493,0.302,0.0,0.111,0.692,179.382
45,Gone,Michl,3rWeiS4RxKMhQm61YjkgG4,spotify:track:3rWeiS4RxKMhQm61YjkgG4,2.87,42,0.658,0.525,10,-6.903,0.15,0.556,5.78e-05,0.0883,0.265,82.006
46,Die Trying,Michl,5JTAGruCIDyRLhKLwFkTnS,spotify:track:5JTAGruCIDyRLhKLwFkTnS,3.49,57,0.424,0.356,6,-8.374,0.0777,0.792,0.0,0.148,0.0738,125.41
47,Through and Through,khai dreams,5lH3H5LMsBnWfec33fui3w,spotify:track:5lH3H5LMsBnWfec33fui3w,1.89,0,0.852,0.424,6,-9.308,0.0463,0.383,0.0,0.0843,0.591,94.934
48,Do You Wonder,khai dreams,08zeEYblrLGAwATpniIMCu,spotify:track:08zeEYblrLGAwATpniIMCu,2.46,0,0.774,0.281,4,-12.527,0.0404,0.545,0.0249,0.105,0.341,140.086
49,Alone Together,Rook1e,7vJfDxu8HB8vLCiDDK8qLr,spotify:track:7vJfDxu8HB8vLCiDDK8qLr,1.82,45,0.601,0.565,7,-6.46,0.174,0.478,0.0,0.195,0.815,75.377
50,not ur friend,Jeremy Zucker,1g8illkxDpZ9oHckc7NovJ,spotify:track:1g8illkxDpZ9oHckc7NovJ,2.91,0,0.801,0.272,4,-10.564,0.415,0.302,0.0,0.407,0.648,68.965
51,Month & a Half,afternoon,5yvMBHzfm1N93DgS95MZHb,spotify:track:5yvMBHzfm1N93DgS95MZHb,2.64,40,0.681,0.549,11,-12.19,0.392,0.593,0.0,0.141,0.62,84.925
52,Sanctuary,Joji,3xaugmCyXrVkrDTXbFkMW3,spotify:track:3xaugmCyXrVkrDTXbFkMW3,3.0,66,0.552,0.65,1,-7.199,0.128,0.422,0.000275,0.372,0.316,167.788
53,Sunflower,Rex Orange County,4EpZ4eYuZOwPSSwyqpdHnJ,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,4.2,77,0.384,0.765,6,-4.463,0.0579,0.646,0.00352,0.522,0.567,129.903
54,Best Friend,Rex Orange County,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,4.37,79,0.575,0.714,6,-5.247,0.0596,0.395,0.0,0.115,0.32,144.982
55,Run,Joji,6p8eEdiZLKJH8tcjGZuNTK,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,3.25,64,0.447,0.72,7,-3.954,0.0332,0.0416,0.000297,0.614,0.362,157.892
56,Daylight,Joji,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,2.73,73,0.528,0.749,7,-7.571,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944
57,little more time,mike.,4QLfBlc1xO0iC8ZhLUBWP2,spotify:track:4QLfBlc1xO0iC8ZhLUBWP2,3.15,0,0.533,0.488,7,-8.512,0.0525,0.166,4.84e-05,0.0888,0.472,169.915
58,My Summer Aphrodite,Rook1e,4jwhobca3U4YCIU4hu183M,spotify:track:4jwhobca3U4YCIU4hu183M,1.53,0,0.547,0.9,0,-6.395,0.274,0.908,0.000491,0.288,0.664,89.415
59,Sunkissed,khai dreams,1tD8J13a74q8fBqXwAP50j,spotify:track:1tD8J13a74q8fBqXwAP50j,2.11,71,0.766,0.354,6,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902
60,Normal People (feat. rei brown),Joji,4UiogCfzKQW98U1GTCivsn,spotify:track:4UiogCfzKQW98U1GTCivsn,2.78,63,0.678,0.685,10,-9.439,0.0472,0.384,0.736,0.099,0.637,173.104
61,Picture Frames,rei brown,3BKp3p9HF9nMP4CcSsOBAf,spotify:track:3BKp3p9HF9nMP4CcSsOBAf,4.54,4,0.498,0.515,2,-10.647,0.0583,0.717,0.0262,0.215,0.146,119.596
62,i'm closing my eyes,potsu,3NsuucK8qXpIJf7KPZX7vq,spotify:track:3NsuucK8qXpIJf7KPZX7vq,1.97,69,0.895,0.109,0,-13.853,0.0996,0.534,0.549,0.106,0.546,134.067
63,you're my world,atlas,7tjLhVohcthjLc72nXrWT2,spotify:track:7tjLhVohcthjLc72nXrWT2,2.62,52,0.785,0.563,6,-7.805,0.103,0.655,0.00916,0.108,0.425,86.025
64,i think you're really cool,guardin,78cIbVjU1xn7mbQ9i35avl,spotify:track:78cIbVjU1xn7mbQ9i35avl,2.68,63,0.503,0.446,5,-6.279,0.0547,0.904,0.0,0.303,0.476,174.062
65,Good News,Mac Miller,1DWZUa5Mzf2BwzpHtgbHPY,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,5.7,76,0.794,0.32,1,-12.92,0.173,0.853,0.134,0.112,0.241,174.088
66,Jaslyn's Song,Khantrast,1KJTzs4v7wTEentzjgbzWy,spotify:track:1KJTzs4v7wTEentzjgbzWy,3.25,31,0.753,0.385,6,-11.778,0.119,0.514,0.0,0.11,0.618,85.057
67,HOME,Aries,138Xq3G4YSQi6a5NpAAx65,spotify:track:138Xq3G4YSQi6a5NpAAx65,3.77,46,0.656,0.535,6,-7.469,0.0309,0.203,1.07e-05,0.114,0.143,115.012
68,Good for Nothing,Powfu,2HKkb2JuwwrdgNrru1Bj8J,spotify:track:2HKkb2JuwwrdgNrru1Bj8J,3.77,40,0.835,0.444,11,-10.836,0.111,0.187,0.0,0.121,0.44,140.007
69,help herself,bbno$,4YMc3A256xFBS0xcT77Qce,spotify:track:4YMc3A256xFBS0xcT77Qce,3.14,71,0.607,0.851,4,-7.754,0.0364,0.623,0.351,0.107,0.479,168.049
70,i remember,bbno$,4MWFPLrhkekG6gcix2l3vJ,spotify:track:4MWFPLrhkekG6gcix2l3vJ,3.39,54,0.602,0.821,3,-6.123,0.0408,0.000925,0.712,0.217,0.821,76.986
71,Goodie Bag,Still Woozy,4vHNeBWDQpVCmGbaccrRzi,spotify:track:4vHNeBWDQpVCmGbaccrRzi,2.44,77,0.739,0.522,7,-12.304,0.151,0.821,0.00124,0.233,0.619,138.263
72,Butterflies,Fiji Blue,4aHrviUXxabPdIgWxdYQLt,spotify:track:4aHrviUXxabPdIgWxdYQLt,2.94,64,0.729,0.526,8,-7.241,0.0986,0.229,4.56e-05,0.309,0.786,110.02
73,Affection,Fiji Blue,5eLjgK8JT276Xs8500KdEn,spotify:track:5eLjgK8JT276Xs8500KdEn,2.9,63,0.827,0.49,10,-8.37,0.055,0.321,0.000137,0.095,0.836,113.002
74,it kills me,demxntia,5QWGib8UBj4U9ybzmpuTUv,spotify:track:5QWGib8UBj4U9ybzmpuTUv,2.59,65,0.534,0.449,11,-10.688,0.0422,0.44,0.0,0.0934,0.24,105.075
75,Wii Date,City Girl,2bM3ptRxLbPQngcYwKGDfI,spotify:track:2bM3ptRxLbPQngcYwKGDfI,2.97,50,0.774,0.468,8,-10.217,0.303,0.236,1.67e-06,0.157,0.59,154.976
76,beside you,keshi,1Fhb9iJPufNMZSwupsXiRe,spotify:track:1Fhb9iJPufNMZSwupsXiRe,2.77,75,0.711,0.747,0,-6.335,0.0523,0.459,0.0,0.0957,0.852,136.0
77,like i need u,keshi,7ivYWXqrPLs66YwakDuSim,spotify:track:7ivYWXqrPLs66YwakDuSim,3.04,74,0.748,0.465,5,-8.163,0.0869,0.399,0.0,0.294,0.412,119.872
78,TOUCH,keshi,7mZ19pGoinaWwanIDq0JTY,spotify:track:7mZ19pGoinaWwanIDq0JTY,3.42,7,0.412,0.613,10,-9.803,0.125,0.528,1.96e-06,0.104,0.314,89.025
79,drunk,keshi,6D6HVKe7Qu3imn4zzJD0W9,spotify:track:6D6HVKe7Qu3imn4zzJD0W9,3.78,72,0.691,0.389,4,-8.247,0.0367,0.765,0.0,0.0941,0.306,104.952
80,skeletons,keshi,2BuJrxYKhYky20dQqTlobO,spotify:track:2BuJrxYKhYky20dQqTlobO,2.54,70,0.719,0.265,2,-12.782,0.0754,0.296,0.0865,0.108,0.273,80.021
81,less of you,keshi,3IqcBL5yjJK3ri0TGaL3MC,spotify:track:3IqcBL5yjJK3ri0TGaL3MC,3.45,69,0.563,0.678,7,-5.885,0.0495,0.544,1.34e-06,0.117,0.568,169.963
82,always,keshi,26dXOkhzMxLLNaUXt77HQc,spotify:track:26dXOkhzMxLLNaUXt77HQc,2.87,64,0.629,0.495,9,-6.86,0.103,0.539,0.000231,0.0326,0.548,89.773
83,I Guess I Just Feel Like,John Mayer,1HNywa8Bk0TmzRwQrzhtPo,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,4.77,1,0.546,0.477,4,-9.051,0.0273,0.559,0.0612,0.0911,0.16,160.0
84,Movie in My Mind,Saint Raymond,0SmMzEdeJw2RxIYmP9tNvb,spotify:track:0SmMzEdeJw2RxIYmP9tNvb,4.27,47,0.449,0.332,5,-9.6,0.033,0.438,0.0,0.094,0.428,150.047
85,Hollow (Acoustic),Belle Mt.,1GIBQJItFW5tFPrilr6M6o,spotify:track:1GIBQJItFW5tFPrilr6M6o,3.94,0,0.499,0.229,11,-9.642,0.0361,0.822,4.59e-06,0.0914,0.239,178.461
86,summer&cigarettes,sammy rash,5PmtPTXrLqgqQfqngsUqZp,spotify:track:5PmtPTXrLqgqQfqngsUqZp,1.91,64,0.834,0.402,5,-10.277,0.072,0.76,0.0,0.279,0.684,122.008
87,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,spotify:track:4ja2gzrNh9VNigzoXfmbwD,3.5,75,0.676,0.525,9,-5.88,0.028,0.617,0.0,0.356,0.421,112.011
88,Lost in You,khai dreams,5mkRGTbm3BwPzNQL9oBV9e,spotify:track:5mkRGTbm3BwPzNQL9oBV9e,1.68,64,0.771,0.607,5,-12.02,0.113,0.336,0.0,0.122,0.79,90.039
89,Frank Ocean,Call Me Karizma,1jKBiK0Yk6VCcBfJOgBUbs,spotify:track:1jKBiK0Yk6VCcBfJOgBUbs,3.69,48,0.565,0.388,7,-9.479,0.366,0.501,6.36e-06,0.0847,0.555,83.831
90,Come True,khai dreams,20AjVjcuycZuivf5x3pCrL,spotify:track:20AjVjcuycZuivf5x3pCrL,3.39,59,0.85,0.677,1,-5.575,0.251,0.503,4.12e-06,0.0541,0.811,125.067
91,camellia,slchld,7kpe2K0hdSssLj4G4YjxdU,spotify:track:7kpe2K0hdSssLj4G4YjxdU,2.52,60,0.714,0.56,10,-4.742,0.0662,0.479,0.0,0.157,0.945,109.934
92,RIDING,Aries,4JnX8tY9me7jHqDwgifhwU,spotify:track:4JnX8tY9me7jHqDwgifhwU,2.43,61,0.777,0.702,4,-6.374,0.041,0.0308,0.0,0.0804,0.569,121.016
93,Hush,The Marías,04kybb0HCt1uaTBgYkSgwQ,spotify:track:04kybb0HCt1uaTBgYkSgwQ,3.03,59,0.846,0.431,5,-6.549,0.0351,0.071,0.176,0.0861,0.684,93.038
94,Floatin',Cool Company,3pskfPInvz8nsloyEzUnFL,spotify:track:3pskfPInvz8nsloyEzUnFL,3.15,0,0.81,0.41,11,-6.087,0.2,0.688,0.0,0.124,0.821,97.918
95,Yeah Right,Joji,2815rSBccLxZc67jEWBEvD,spotify:track:2815rSBccLxZc67jEWBEvD,2.91,0,0.672,0.59,1,-9.574,0.129,0.624,0.236,0.0991,0.21,169.036
96,Reasons,COTIS,3l9VCXMSoS1KBRhkCU5zuO,spotify:track:3l9VCXMSoS1KBRhkCU5zuO,2.88,63,0.755,0.738,8,-5.537,0.035,0.0138,0.0,0.137,0.467,113.022
97,STAR CITY CAFE,hevel,4i9zZb6mPKfQRXRb5HKjSw,spotify:track:4i9zZb6mPKfQRXRb5HKjSw,2.33,58,0.742,0.415,9,-9.024,0.06,0.453,0.0,0.108,0.414,91.093
98,melatonin,Zac Greer,17VS01UIl59W8WeMgHsNpJ,spotify:track:17VS01UIl59W8WeMgHsNpJ,2.84,28,0.698,0.625,0,-4.24,0.0364,0.31,0.0,0.105,0.821,121.947
99,Movie in My Mind,Saint Raymond,0SmMzEdeJw2RxIYmP9tNvb,spotify:track:0SmMzEdeJw2RxIYmP9tNvb,4.27,47,0.449,0.332,5,-9.6,0.033,0.438,0.0,0.094,0.428,150.047
100,Let It Go,James Bay,40EB7ABUO6MoWMUwPKptJ7,spotify:track:40EB7ABUO6MoWMUwPKptJ7,4.34,69,0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464
101,Always,Gavin James,3MQMBm2m3UqpT23doEOZc2,spotify:track:3MQMBm2m3UqpT23doEOZc2,4.13,51,0.504,0.483,4,-5.82,0.035,0.0533,0.0,0.099,0.161,122.831
102,Hollow (Acoustic),Belle Mt.,1GIBQJItFW5tFPrilr6M6o,spotify:track:1GIBQJItFW5tFPrilr6M6o,3.94,0,0.499,0.229,11,-9.642,0.0361,0.822,4.59e-06,0.0914,0.239,178.461
103,Far Too Good,John Smith,1WUHeOPayLKPMG35uBJVUj,spotify:track:1WUHeOPayLKPMG35uBJVUj,3.66,62,0.825,0.324,4,-11.399,0.032,0.83,9.49e-05,0.115,0.553,97.019
104,Why,Skinny Living,0qhpOEJtpTFG98mHk7VOZJ,spotify:track:0qhpOEJtpTFG98mHk7VOZJ,2.91,47,0.522,0.503,11,-6.198,0.0543,0.718,2.84e-06,0.0935,0.367,132.893
105,Someone You Loved,Lewis Capaldi,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,3.04,75,0.501,0.405,1,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891
106,Stone,Jaymes Young,1ezFtClxTMcS2AotqjTZX5,spotify:track:1ezFtClxTMcS2AotqjTZX5,3.61,55,0.565,0.255,7,-12.151,0.0322,0.792,2.07e-06,0.0986,0.121,110.015
107,Hard to Do,Gavin James,0qJeZTmw4jch2kU34szvuR,spotify:track:0qJeZTmw4jch2kU34szvuR,4.1,35,0.339,0.359,3,-7.032,0.0364,0.788,0.0,0.109,0.195,77.588
108,Little Do You Know,Alex & Sierra,6soW9pvcXoYrnyVmTC9ErH,spotify:track:6soW9pvcXoYrnyVmTC9ErH,3.09,57,0.5,0.292,0,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879
109,Vultures,Asking Alexandria,4PGtscudq5ryTZIfwk4dVs,spotify:track:4PGtscudq5ryTZIfwk4dVs,3.47,46,0.394,0.694,1,-5.58,0.0428,0.169,0.0,0.0992,0.403,170.437
110,I Guess I Just Feel Like,John Mayer,1HNywa8Bk0TmzRwQrzhtPo,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,4.77,1,0.546,0.477,4,-9.051,0.0273,0.559,0.0612,0.0911,0.16,160.0
111,Don't Get Me Wrong,Lewis Capaldi,4QGHin0gSqzPrPJhPU5gWn,spotify:track:4QGHin0gSqzPrPJhPU5gWn,3.55,57,0.57,0.324,4,-7.866,0.0374,0.837,0.0,0.109,0.137,79.858
112,Forever,Lewis Capaldi,12OLyHDxt6dqlAybSPFBK3,spotify:track:12OLyHDxt6dqlAybSPFBK3,3.51,77,0.646,0.355,1,-7.119,0.0263,0.873,0.0,0.115,0.364,84.988
113,Fallen,Gert Taberner,6ZzQ76i9WDdVmwVeDQIcJz,spotify:track:6ZzQ76i9WDdVmwVeDQIcJz,5.36,0,0.622,0.216,3,-10.892,0.0285,0.88,0.0048,0.109,0.187,134.191
114,Cringe - Stripped,Matt Maeson,1FCwkiooaMCY8YpQdSJ0Gc,spotify:track:1FCwkiooaMCY8YpQdSJ0Gc,3.72,54,0.752,0.276,5,-8.901,0.0463,0.876,0.0,0.103,0.275,126.135
115,Break My Heart Again,FINNEAS,2is19a6HY7ZdWP654IMhEE,spotify:track:2is19a6HY7ZdWP654IMhEE,3.97,63,0.402,0.151,4,-14.227,0.0395,0.907,0.0,0.0941,0.483,144.293
116,I Lost a Friend,FINNEAS,49MMefftWPcltNP4OOJGSs,spotify:track:49MMefftWPcltNP4OOJGSs,3.95,59,0.453,0.209,11,-11.917,0.223,0.587,0.0,0.119,0.216,169.316
117,Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,spotify:track:1ugQtcwmKOXvKAYzhjncmv,2.99,80,0.507,0.204,0,-11.575,0.0504,0.855,0.0,0.143,0.343,77.765
118,Hold Me While You Wait,Lewis Capaldi,60iSKGrGazRzICtMjADNSM,spotify:track:60iSKGrGazRzICtMjADNSM,3.43,79,0.688,0.53,11,-5.507,0.0333,0.443,0.0,0.0995,0.162,106.958
119,River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,spotify:track:3ArYVrRb0lDBLzuJJqIXzC,4.24,64,0.389,0.373,6,-5.72,0.047,0.928,0.0,0.146,0.283,90.289
120,You,Keaton Henson,3AsfuEnwyMTHS7mbzcRUdV,spotify:track:3AsfuEnwyMTHS7mbzcRUdV,4.71,50,0.298,0.151,8,-14.479,0.0341,0.769,0.00602,0.105,0.139,158.407
121,Human - Acoustic,Jon Bellion,2WU4ET9r25IVZGQkWOM2UL,spotify:track:2WU4ET9r25IVZGQkWOM2UL,4.13,50,0.48,0.127,6,-15.996,0.217,0.892,0.0,0.173,0.324,182.389
122,scared,Jeremy Zucker,6r2JV75tE0vNgNCv4HKsBC,spotify:track:6r2JV75tE0vNgNCv4HKsBC,3.46,66,0.583,0.075,5,-15.843,0.0726,0.933,1.4e-06,0.111,0.347,108.418
123,Let Me In,Skinny Living,2szkz6fOreck6Eh3fvGEnf,spotify:track:2szkz6fOreck6Eh3fvGEnf,3.51,45,0.659,0.361,9,-7.485,0.0396,0.755,1.62e-06,0.0755,0.237,84.015
124,Never Not,Lauv,4fFfyouye6vrX9o9z4PVMu,spotify:track:4fFfyouye6vrX9o9z4PVMu,3.47,74,0.47,0.221,5,-9.243,0.0371,0.693,0.0,0.104,0.264,133.714
