,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
954,Ric Flair Drip (with Metro Boomin),Offset,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,2.88,83,0.88,0.428,9,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007
955,Ghostface Killers (feat. Travis Scott),21 Savage,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,4.48,71,0.782,0.435,2,-7.033,0.156,0.333,1.31e-05,0.342,0.242,82.996
956,Save That Shit,Lil Peep,6sn8WaooLLVhQvU96wtEAm,spotify:track:6sn8WaooLLVhQvU96wtEAm,3.86,0,0.534,0.583,2,-8.672,0.0288,0.0262,0.0,0.421,0.145,105.997
957,gold,EDEN,1zR3LLyKJ7ITQJ7OKL185e,spotify:track:1zR3LLyKJ7ITQJ7OKL185e,3.28,0,0.695,0.453,8,-9.577,0.16,0.622,0.0,0.372,0.62,97.046
958,Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,spotify:track:4dVpf9jZjcORqGTLUaeYj9,2.89,75,0.797,0.844,11,-5.482,0.275,0.0651,0.0,0.087,0.52,170.142
959,Nandos,A$AP Ferg,5kk89RYrVuGGNtE2pilxci,spotify:track:5kk89RYrVuGGNtE2pilxci,2.92,41,0.79,0.654,10,-5.568,0.226,0.0388,0.0,0.125,0.515,136.938
960,Girl,BRLLNT,3oUcA5rJV6WCbMDj8uUZEx,spotify:track:3oUcA5rJV6WCbMDj8uUZEx,2.82,18,0.614,0.801,5,-2.822,0.046,0.017,0.00129,0.11,0.404,105.018
961,"Dali, Van, Picasso",Beenzino,1qF1S4e4WBw6nG1mglWfEH,spotify:track:1qF1S4e4WBw6nG1mglWfEH,3.72,40,0.5,0.559,10,-5.166,0.448,0.354,0.0,0.0906,0.278,175.702
962,745,Vince Staples,3gUjbNhaMq2Zjbcc1tPvMw,spotify:track:3gUjbNhaMq2Zjbcc1tPvMw,3.79,0,0.782,0.47,1,-9.941,0.114,0.101,0.00063,0.0897,0.227,118.992
963,All I Ever Wanted - Radio Edit,Basshunter,4cOPfpuLQHAH669rjMdehQ,spotify:track:4cOPfpuLQHAH669rjMdehQ,2.94,40,0.645,0.984,4,-7.051,0.0508,0.164,0.00701,0.164,0.553,144.954
964,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",21yRtB6B8EMounImAfHRCP,spotify:track:21yRtB6B8EMounImAfHRCP,3.42,69,0.706,0.485,8,-9.671,0.331,0.337,0.0,0.122,0.144,115.414
965,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",6KuXb26rHuRy3ZDse1VRmx,spotify:track:6KuXb26rHuRy3ZDse1VRmx,3.25,71,0.686,0.429,8,-10.402,0.15,0.71,3.41e-06,0.166,0.27,130.09
966,Ask Flipz,Krept & Konan,4I31cTuAHTf9aO7JkGW8PO,spotify:track:4I31cTuAHTf9aO7JkGW8PO,3.88,0,0.813,0.714,10,-6.528,0.188,0.274,0.0374,0.0899,0.621,137.003
967,Mr Skeng,Stormzy,3DrMEiTE3yu3yyc6xBDEDz,spotify:track:3DrMEiTE3yu3yyc6xBDEDz,3.29,48,0.699,0.724,1,-5.126,0.223,0.102,0.0,0.0865,0.402,140.157
968,Blacked Out,AJ Tracey,4tbXPqRtTqFdf6QEzNl3kT,spotify:track:4tbXPqRtTqFdf6QEzNl3kT,3.8,0,0.604,0.809,1,-5.178,0.476,0.371,0.0,0.113,0.275,173.739
969,All I Want (feat. VILLETTE),UV boi,5LFfNZC7PEAbMIbu152yBL,spotify:track:5LFfNZC7PEAbMIbu152yBL,3.52,5,0.54,0.58,6,-8.193,0.0286,0.0987,0.00556,0.388,0.143,123.99
970,"If She, If He (feat. EASTGHOST)",UV boi,6r8lIdTN9oqzpzX2EVkezW,spotify:track:6r8lIdTN9oqzpzX2EVkezW,4.57,16,0.678,0.495,9,-8.712,0.0473,0.679,0.00189,0.0872,0.3,120.078
971,Love Galore,SZA,1E2ePlJmijVSX0o1G9TFgR,spotify:track:1E2ePlJmijVSX0o1G9TFgR,4.58,0,0.795,0.594,0,-6.2,0.0747,0.111,0.0,0.162,0.409,135.002
972,Undercover,Kehlani,6krNSTegkvGMmdIUOUEQH1,spotify:track:6krNSTegkvGMmdIUOUEQH1,3.05,50,0.721,0.593,0,-4.768,0.0397,0.275,0.0,0.0714,0.721,145.025
973,Escape,Kehlani,5clYhUpqYzy0Fdz3TdtZ3j,spotify:track:5clYhUpqYzy0Fdz3TdtZ3j,3.36,53,0.562,0.688,4,-5.353,0.0794,0.0391,0.0,0.235,0.707,79.979
974,Headphones,Oliver Francis,1npAUoLKDnpqpjyDDHmI1j,spotify:track:1npAUoLKDnpqpjyDDHmI1j,3.72,0,0.389,0.559,4,-9.53,0.126,0.275,0.000389,0.0929,0.0686,77.868
975,Never Gonna Leave,Aryay,0BdeDq2i1ZXgZLrPBb0JzN,spotify:track:0BdeDq2i1ZXgZLrPBb0JzN,3.54,36,0.45,0.736,11,-4.631,0.185,0.0661,1.13e-05,0.154,0.13,102.624
976,Love Is Alive,Louis The Child,1uf5f99kLdlmUBEvVqrFyy,spotify:track:1uf5f99kLdlmUBEvVqrFyy,2.84,39,0.676,0.5,8,-6.878,0.0412,0.701,0.0,0.596,0.915,97.863
977,Full Swing,AlunaGeorge,5EjwPrkBVEkcEQCDuGaZII,spotify:track:5EjwPrkBVEkcEQCDuGaZII,3.6,0,0.694,0.765,2,-5.116,0.0387,0.186,0.0,0.0812,0.403,140.039
978,Gold (JNTHN STEIN Remix),Cabu,0ZOELKAH59dGJZB4F6ISjH,spotify:track:0ZOELKAH59dGJZB4F6ISjH,3.82,0,0.57,0.535,1,-6.403,0.054,0.161,0.00168,0.08,0.408,129.759
979,How Long,Dooqu,0DK8BFcgCT8GcvmwINTUso,spotify:track:0DK8BFcgCT8GcvmwINTUso,3.1,13,0.78,0.521,3,-9.19,0.328,0.0643,0.00296,0.0823,0.332,105.009
980,Born Hustler,Rowlan,2VerJEl68RHH9cU6Qxrfap,spotify:track:2VerJEl68RHH9cU6Qxrfap,3.0,21,0.719,0.727,1,-7.473,0.356,0.106,0.0,0.176,0.0885,79.357
981,superlit,gnash,4hDuZ5DmaYjNR2WBvlyfBw,spotify:track:4hDuZ5DmaYjNR2WBvlyfBw,2.74,37,0.855,0.622,9,-6.603,0.101,0.277,0.0,0.163,0.412,95.018
982,Obsessed,Maggie Lindemann,1eN1K7YPRButXU7Mq0V58N,spotify:track:1eN1K7YPRButXU7Mq0V58N,3.08,50,0.822,0.575,6,-4.587,0.0464,0.0182,4.45e-05,0.109,0.286,110.028
983,drink i'm sippin on,Yaeji,5DmCLnojsZpi5SH2MMBDOW,spotify:track:5DmCLnojsZpi5SH2MMBDOW,3.36,0,0.732,0.504,4,-10.276,0.072,0.0158,0.031,0.166,0.477,130.084
984,12,88GLAM,64Hpl5XnXbIWq1oI77gcNW,spotify:track:64Hpl5XnXbIWq1oI77gcNW,3.25,0,0.747,0.557,1,-8.971,0.069,0.369,3.53e-05,0.103,0.552,149.965
985,Spice Girl,Aminé,4HW5kSQ8M2IQWZhSxERvla,spotify:track:4HW5kSQ8M2IQWZhSxERvla,2.9,66,0.693,0.46,0,-7.912,0.226,0.392,0.0,0.157,0.873,78.09
986,3 Strikes,Terror Jr,1mZF9TEc7gpw7by7NCZSKr,spotify:track:1mZF9TEc7gpw7by7NCZSKr,2.93,56,0.599,0.432,5,-6.097,0.0451,0.62,0.00773,0.105,0.615,106.824
987,IDK,Lil Dads,66TJthhb7bUVSru1HuIqYW,spotify:track:66TJthhb7bUVSru1HuIqYW,5.28,17,0.771,0.795,7,-6.99,0.226,0.0636,0.0,0.124,0.585,119.1
988,E,Jaden,52ntYZQNEvhJKJK5zU49Ud,spotify:track:52ntYZQNEvhJKJK5zU49Ud,3.39,0,0.463,0.615,2,-11.013,0.192,0.722,0.000377,0.112,0.401,107.336
989,Jasmine,DPR LIVE,2IgbYlOlFpiSFYnsqB39lM,spotify:track:2IgbYlOlFpiSFYnsqB39lM,3.36,68,0.597,0.486,8,-5.893,0.0986,0.331,0.0,0.14,0.397,137.68
990,Squeeze,Aminé,7faL4ndjhVRRX2avbPxLzg,spotify:track:7faL4ndjhVRRX2avbPxLzg,1.86,42,0.773,0.52,6,-7.02,0.349,0.3,2.26e-06,0.0951,0.666,158.06
991,Flexing (Side A),808INK,2oy5D051a01YjYWzu8i2kM,spotify:track:2oy5D051a01YjYWzu8i2kM,3.58,0,0.815,0.825,4,-2.796,0.263,0.0418,0.0,0.125,0.677,100.798
992,Drop Your Love,Young Franco,34NqNmOuohm5GiQwcOGjbd,spotify:track:34NqNmOuohm5GiQwcOGjbd,3.45,47,0.661,0.814,5,-6.195,0.44,0.0159,0.0,0.117,0.47,121.135
993,Keep on Going,Joakim Karud,3TQV0R0LWLVJ441S7aqvaW,spotify:track:3TQV0R0LWLVJ441S7aqvaW,3.02,34,0.611,0.876,2,-6.573,0.0404,0.000636,0.814,0.0745,0.498,105.961
994,Leave Me Alone,AJ Tracey,59OnzYDTC8qGUuNINZLCvI,spotify:track:59OnzYDTC8qGUuNINZLCvI,3.25,0,0.771,0.552,8,-9.351,0.285,0.0467,0.0362,0.15,0.187,140.161
995,Yours,SG Lewis,7uNWZOCm6TphuTnwpDUUjN,spotify:track:7uNWZOCm6TphuTnwpDUUjN,3.84,45,0.68,0.241,6,-11.448,0.247,0.549,2.54e-05,0.222,0.211,127.908
996,Savage (feat. Flux Pavilion & MAX),Whethan,1Rl40PsX4mh9xVOeGHq86B,spotify:track:1Rl40PsX4mh9xVOeGHq86B,3.42,45,0.679,0.662,7,-5.861,0.0773,0.151,0.0,0.376,0.365,90.054
997,Him & I,G-Eazy,3YU6vJbjYUG0tiJyXf9x5V,spotify:track:3YU6vJbjYUG0tiJyXf9x5V,4.48,0,0.589,0.731,2,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908
998,So Settled,Vallis Alps,5AN4JhDMl7iLPfbKtnqzp7,spotify:track:5AN4JhDMl7iLPfbKtnqzp7,3.25,35,0.641,0.71,8,-7.477,0.0302,0.157,0.645,0.145,0.445,97.969
999,Found,Oshi,2jKIO4j0Ymp3YStGkOmxCe,spotify:track:2jKIO4j0Ymp3YStGkOmxCe,3.3,16,0.58,0.651,8,-8.006,0.0423,0.0525,0.883,0.167,0.363,138.131
1000,Off My Feet,Pia Mia,4NBAnahkKBfEjCPQMnLX02,spotify:track:4NBAnahkKBfEjCPQMnLX02,2.85,37,0.771,0.84,2,-3.903,0.0645,0.407,0.00012,0.24,0.577,101.028
1001,I'm A Fan (feat. Jeremih),Pia Mia,66IjE9uW4Ta9KqJH0zBSOd,spotify:track:66IjE9uW4Ta9KqJH0zBSOd,2.72,0,0.683,0.614,0,-5.002,0.0692,0.552,0.0,0.292,0.551,95.942
1002,East,Vallis Alps,796HRrMw7ruQD6Y1ndklfe,spotify:track:796HRrMw7ruQD6Y1ndklfe,4.59,23,0.471,0.567,6,-6.879,0.0368,0.515,0.0176,0.0935,0.401,82.024
1003,I Feel It Coming,The Weeknd,4RepvCWqsP6zBuzvwYibAS,spotify:track:4RepvCWqsP6zBuzvwYibAS,4.49,0,0.769,0.813,0,-5.9,0.143,0.429,0.0,0.0952,0.567,92.985
1004,Sandstorm,Darude,6Sy9BUbgFse0n0LPA5lwy5,spotify:track:6Sy9BUbgFse0n0LPA5lwy5,3.76,71,0.528,0.965,11,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065
1005,How It Goes,Bazanji,4Iz9mIscqdBGjG4ssKOMTa,spotify:track:4Iz9mIscqdBGjG4ssKOMTa,2.35,11,0.537,0.719,11,-5.607,0.0695,0.0646,0.0,0.36,0.514,104.25
1006,Rap Saved Me (feat. Quavo),21 Savage,0tdCy39PgWN8LFWu34ORn3,spotify:track:0tdCy39PgWN8LFWu34ORn3,4.29,66,0.845,0.399,1,-7.509,0.312,0.00525,0.741,0.102,0.148,143.049
1007,Thirty4,sober rob,11n1MjHjMG0gMpXvLi9UsK,spotify:track:11n1MjHjMG0gMpXvLi9UsK,3.18,8,0.641,0.699,4,-8.836,0.0664,0.0584,0.406,0.364,0.327,121.986
1008,True Colors,sober rob,6JOxEIfaOzA1NMKrZrN4A1,spotify:track:6JOxEIfaOzA1NMKrZrN4A1,3.33,22,0.559,0.608,6,-7.926,0.364,0.642,0.000889,0.113,0.6,118.805
1009,Come First,Terror Jr,5fo4LbJ8lOaB54wcM5wPMv,spotify:track:5fo4LbJ8lOaB54wcM5wPMv,2.86,46,0.905,0.216,5,-11.331,0.16,0.111,0.000597,0.0911,0.392,95.048
1010,Sugar,Terror Jr,22GCdQkfU6xJMGxIQUKxLv,spotify:track:22GCdQkfU6xJMGxIQUKxLv,3.21,40,0.64,0.673,8,-5.35,0.139,0.326,0.000543,0.108,0.622,80.43
1011,Holding Your Tongue,Terror Jr,4k6Bv5CTGBUX2QzhgVnAXk,spotify:track:4k6Bv5CTGBUX2QzhgVnAXk,2.38,29,0.893,0.422,7,-7.243,0.389,0.367,1.26e-05,0.155,0.446,104.947
1012,Appreciation,Terror Jr,5fLQc20moFC85nVPSbLxc5,spotify:track:5fLQc20moFC85nVPSbLxc5,3.27,31,0.786,0.453,8,-9.715,0.0585,0.158,0.0846,0.248,0.163,95.006
1013,Video Games,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,spotify:track:0fBSs3fRoh1yJcne77fdu9,4.7,77,0.236,0.249,6,-9.595,0.0348,0.811,1e-06,0.087,0.181,72.847
1014,Riot Call (feat. Nevve),QUIX,7vpyyg52OSVQbuAvx0nE7t,spotify:track:7vpyyg52OSVQbuAvx0nE7t,3.32,0,0.303,0.879,8,-4.748,0.0758,0.0238,3.84e-05,0.431,0.554,80.329
1015,crash,EDEN,6ltFhLAitXtFtMjdkd2bMZ,spotify:track:6ltFhLAitXtFtMjdkd2bMZ,3.87,0,0.506,0.227,0,-12.605,0.0583,0.865,0.00042,0.119,0.174,119.656
1016,Danger (with Migos & Marshmello),Migos,0nhVrTiCGiGRCoZOJiWzm1,spotify:track:0nhVrTiCGiGRCoZOJiWzm1,3.58,64,0.814,0.743,9,-2.968,0.159,0.152,0.0,0.163,0.367,107.996
1017,Strange Thangs,Lilo Key,2GBRw0KGKoImCpiK6tDSD2,spotify:track:2GBRw0KGKoImCpiK6tDSD2,3.15,43,0.555,0.755,1,-6.441,0.345,0.185,0.0,0.111,0.202,88.163
1018,오후 4시 4Pm,Sumsher,4ATpv8TNv5gsjqx46Bmz1f,spotify:track:4ATpv8TNv5gsjqx46Bmz1f,3.09,0,0.751,0.633,5,-5.868,0.0899,0.604,0.0,0.106,0.597,104.495
1019,Martini Blue,DPR LIVE,7zDu3l7DDlfSlt20YMKkWo,spotify:track:7zDu3l7DDlfSlt20YMKkWo,3.25,62,0.767,0.551,11,-6.654,0.118,0.395,0.0,0.13,0.881,139.937
1020,POWER,Kanye West,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,4.87,79,0.542,0.914,0,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993
1021,Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,spotify:track:4EWCNWgDS8707fNSZ1oaA5,3.52,86,0.79,0.647,10,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999
1022,Waves,Kanye West,1hwSyhPlmRgiOHg7MiFXbu,spotify:track:1hwSyhPlmRgiOHg7MiFXbu,3.03,0,0.571,0.573,10,-4.533,0.0383,0.0391,8.64e-06,0.331,0.0542,96.122
1023,Famous,Kanye West,2BsaECzKFhYT81E0uVZEv4,spotify:track:2BsaECzKFhYT81E0uVZEv4,3.27,0,0.363,0.745,6,-3.705,0.185,0.0487,0.0,0.119,0.481,174.064
1024,Ultralight Beam,Kanye West,0Wi7iEDGFY7I7NkYU6gS4n,spotify:track:0Wi7iEDGFY7I7NkYU6gS4n,5.34,0,0.672,0.397,8,-8.804,0.381,0.627,0.0,0.54,0.372,105.71
1025,30 Hours,Kanye West,2lVdXzMQ0n4u7VlDb4pLTL,spotify:track:2lVdXzMQ0n4u7VlDb4pLTL,5.39,0,0.819,0.809,7,-6.724,0.292,0.0339,0.0,0.1,0.361,95.091
1026,Leviathan (feat. Sam Martin),G-Eazy,5I0NM5V7Yv1uQgOV72s3zW,spotify:track:5I0NM5V7Yv1uQgOV72s3zW,3.78,1,0.631,0.511,8,-8.827,0.209,0.0274,0.0,0.267,0.127,95.932
1027,What It Feels Like,Bazanji,4fd108pDDZY4AIB5KjnRdX,spotify:track:4fd108pDDZY4AIB5KjnRdX,3.1,25,0.714,0.629,4,-6.091,0.0376,0.068,0.0,0.138,0.159,151.926
1028,Homecoming,Kanye West,2v8xJVh8unYQDsOM4RXsCi,spotify:track:2v8xJVh8unYQDsOM4RXsCi,3.39,0,0.667,0.747,1,-7.059,0.189,0.337,0.0,0.115,0.918,86.917
1029,How Would You Feel?,Derek Wise,3vHTWdsY18qhX7eFELlxXd,spotify:track:3vHTWdsY18qhX7eFELlxXd,3.56,0,0.561,0.632,7,-9.535,0.0943,0.334,0.000706,0.584,0.418,87.953
1030,Stir It,Croosh,6DeMfZ93mju3jqd0HLe9na,spotify:track:6DeMfZ93mju3jqd0HLe9na,2.34,22,0.779,0.401,5,-4.987,0.0348,0.022,0.0,0.187,0.617,127.951
1031,know you,Saen.,5gX1taDPxqI4JjLDhljy8J,spotify:track:5gX1taDPxqI4JjLDhljy8J,2.06,0,0.586,0.593,11,-8.756,0.476,0.593,0.224,0.394,0.425,123.957
1032,Potent,CZ,47V46T2LItrc8zb5WhaqDz,spotify:track:47V46T2LItrc8zb5WhaqDz,3.54,0,0.679,0.363,0,-14.519,0.447,0.805,0.0,0.089,0.377,92.011
1033,Tightrope,Illy,69kz02an0zTBl2NQdshqnB,spotify:track:69kz02an0zTBl2NQdshqnB,4.87,54,0.821,0.586,2,-6.284,0.0515,0.329,3.3e-06,0.264,0.43,116.0
1034,Tear It Down,The Aston Shuffle,0gZSvh4emENER9WH8hXG68,spotify:track:0gZSvh4emENER9WH8hXG68,5.03,34,0.63,0.548,1,-5.803,0.0436,0.0199,0.000159,0.116,0.369,125.999
1035,Shelter,SACHI,0HAync7j6BXaO27pumGoff,spotify:track:0HAync7j6BXaO27pumGoff,3.54,0,0.825,0.595,7,-7.615,0.0641,0.541,0.0,0.0983,0.622,117.554
1036,Shoulda Made U a Mother,Rob Curly,3lvtx4ZLeDu1Incdf9C8dk,spotify:track:3lvtx4ZLeDu1Incdf9C8dk,3.64,0,0.759,0.681,9,-7.214,0.157,0.231,0.0,0.151,0.574,93.38
1037,Dirt Boys,KOHH,0SBdxeueXARU6Oz358V6DM,spotify:track:0SBdxeueXARU6Oz358V6DM,5.29,33,0.812,0.559,8,-7.111,0.059,0.257,0.0,0.137,0.366,116.003
1038,JULY,Kris Wu,2gmV7K1xaMwmCQLeGFyCMJ,spotify:track:2gmV7K1xaMwmCQLeGFyCMJ,3.12,0,0.609,0.569,0,-10.352,0.058,0.0365,1.04e-05,0.232,0.435,159.947
1039,Xans,Koffee K,3FElUsv3kuM2eIWNDf9op3,spotify:track:3FElUsv3kuM2eIWNDf9op3,4.11,24,0.807,0.446,0,-8.567,0.0608,0.555,0.207,0.0874,0.86,149.967
1040,Love$ick (feat. A$AP Rocky),Mura Masa,7Kq16WtEJzdRSNQgdXsn7Y,spotify:track:7Kq16WtEJzdRSNQgdXsn7Y,3.2,2,0.672,0.764,3,-5.109,0.142,0.141,0.00358,0.185,0.763,88.867
1041,Firefly,Mura Masa,1cYx9doW05Lga1jB2gnIUB,spotify:track:1cYx9doW05Lga1jB2gnIUB,3.8,0,0.745,0.446,10,-9.166,0.156,0.444,2.17e-06,0.0528,0.486,109.914
1042,What If I Go? (feat. Bonzai),Mura Masa,6lbFEBQz8jYuwsDY1LYEuD,spotify:track:6lbFEBQz8jYuwsDY1LYEuD,3.26,0,0.573,0.531,7,-7.863,0.386,0.189,3.56e-05,0.0901,0.884,200.404
1043,Walking Away - Mura Masa Remix,HAIM,7BPTxogVBeND6K9yFM76Mq,spotify:track:7BPTxogVBeND6K9yFM76Mq,4.8,33,0.734,0.528,8,-8.236,0.066,0.361,0.00711,0.239,0.352,93.996
1044,Nuggets (feat. Bonzai),Mura Masa,1jW4ds9NvTeamfeusV7Sxx,spotify:track:1jW4ds9NvTeamfeusV7Sxx,3.49,0,0.792,0.607,5,-8.714,0.336,0.0571,0.000944,0.716,0.592,113.224
1045,1 Night (feat. Charli XCX),Mura Masa,4448lgA3hWGQSoEPhTgnlf,spotify:track:4448lgA3hWGQSoEPhTgnlf,3.46,0,0.864,0.597,8,-6.154,0.0526,0.252,6.81e-06,0.0754,0.644,113.003
1046,All Around The World (feat. Desiigner),Mura Masa,6mSzvbeynovorcAty4lYBJ,spotify:track:6mSzvbeynovorcAty4lYBJ,2.73,0,0.762,0.518,2,-7.36,0.0412,0.45,1.62e-05,0.183,0.336,132.046
1047,No Words,Dave,4USHZ3omhEBGjHLD9BIJYs,spotify:track:4USHZ3omhEBGjHLD9BIJYs,3.52,65,0.781,0.736,1,-5.413,0.29,0.344,0.0,0.125,0.536,100.55
1048,Game Over,Dave,0mn3HSJLVIqcXlcWkaXbgV,spotify:track:0mn3HSJLVIqcXlcWkaXbgV,3.64,51,0.728,0.806,0,-5.204,0.181,0.182,0.0,0.129,0.297,140.053
1049,Question Time,Dave,0UYKSIjIUiO1T3BBuCeTVF,spotify:track:0UYKSIjIUiO1T3BBuCeTVF,7.13,49,0.655,0.69,8,-7.316,0.237,0.157,1.57e-05,0.112,0.309,93.129
1050,Attitude,Dave,5u1IwY8m1KBKVXaHUoQrn7,spotify:track:5u1IwY8m1KBKVXaHUoQrn7,3.27,46,0.818,0.574,2,-6.648,0.303,0.138,0.0,0.135,0.372,98.964
1051,Calling Me Out,Dave,2r3FvMjd5CymIuuOp5cdNq,spotify:track:2r3FvMjd5CymIuuOp5cdNq,2.92,50,0.628,0.825,4,-3.807,0.143,0.00295,1.09e-05,0.292,0.44,124.805
1052,Tequila,Dave,6ctmWJntoQg4n8cZEQqCjA,spotify:track:6ctmWJntoQg4n8cZEQqCjA,3.27,59,0.776,0.65,1,-7.12,0.0945,0.358,0.0,0.111,0.356,108.038
1053,100M's,Dave,3ZqixLSZfWG7WCZPotxmu0,spotify:track:3ZqixLSZfWG7WCZPotxmu0,2.94,0,0.699,0.729,6,-6.71,0.283,0.149,0.0,0.103,0.746,147.069
1054,Save That Shit,Lil Peep,0S0vWvyZ6Rc79TXkWxT9QA,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,3.86,79,0.534,0.583,2,-8.672,0.0288,0.0262,0.0,0.421,0.145,106.0
1055,YOU'RE THE ONE,KAYTRANADA,2b4SSorCTQ2VzmllaeWuuT,spotify:track:2b4SSorCTQ2VzmllaeWuuT,3.8,0,0.824,0.396,2,-9.663,0.332,0.0323,0.00289,0.108,0.252,118.053
1056,GOT IT GOOD,KAYTRANADA,2qUZliZ9NHUYIAZqRNe6pZ,spotify:track:2qUZliZ9NHUYIAZqRNe6pZ,3.8,0,0.606,0.503,7,-6.678,0.155,0.0475,0.0,0.116,0.31,80.04
1057,GLOWED UP,KAYTRANADA,33pDmPx2pkJ7JCAQpRDQ9B,spotify:track:33pDmPx2pkJ7JCAQpRDQ9B,4.97,0,0.681,0.621,1,-10.024,0.34,0.036,0.00555,0.138,0.428,135.538
1058,TOGETHER,KAYTRANADA,0EM0yABJzbFOvZQkfvuvCy,spotify:track:0EM0yABJzbFOvZQkfvuvCy,3.29,0,0.825,0.694,1,-7.604,0.177,0.0247,0.0124,0.356,0.809,112.017
1059,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,15EPc80XuFrb2LmOzGjuRg,spotify:track:15EPc80XuFrb2LmOzGjuRg,2.95,77,0.728,0.607,1,-8.417,0.132,0.133,0.0,0.0864,0.445,129.938
1060,Roll Call (feat. Mya),GoldLink,7qcxGQNLJup67pQwTKsR8E,spotify:track:7qcxGQNLJup67pQwTKsR8E,3.34,38,0.637,0.733,11,-6.052,0.296,0.222,0.0,0.0428,0.848,119.407
1061,Herside Story,GoldLink,564oa00vY05d1uYnTEAAmE,spotify:track:564oa00vY05d1uYnTEAAmE,3.06,63,0.885,0.595,7,-5.487,0.286,0.656,4.42e-06,0.105,0.754,148.034
1062,Amphetamine,Smino,7GINyEkbzwB5UwyKKjJdFu,spotify:track:7GINyEkbzwB5UwyKKjJdFu,7.83,0,0.61,0.531,5,-9.67,0.558,0.699,1.34e-05,0.0951,0.426,120.056
1063,Candy / Summertime,glibs,0OulFKPtsFSep3O17guXa6,spotify:track:0OulFKPtsFSep3O17guXa6,3.1,0,0.642,0.479,2,-11.539,0.171,0.112,0.0362,0.131,0.184,119.963
1064,Pasta,AJ Tracey,3BaHdK5c5whbpuE9PFtQZ7,spotify:track:3BaHdK5c5whbpuE9PFtQZ7,3.67,0,0.885,0.679,2,-6.024,0.0776,0.0596,0.0,0.0825,0.223,136.044
1065,No Limit,G-Eazy,2Xqd0wUttjueBfdcltADOv,spotify:track:2Xqd0wUttjueBfdcltADOv,4.09,1,0.838,0.771,1,-3.791,0.244,0.0117,0.0,0.0853,0.405,175.957
1066,Relationship (feat. Future),Young Thug,25oOaleife6E2MIKmFkPvg,spotify:track:25oOaleife6E2MIKmFkPvg,3.59,70,0.842,0.597,2,-6.336,0.0627,0.00252,0.0,0.124,0.298,145.992
1067,Stung,Quinn XCII,2VaMCNvcshu99Nkt2opMtF,spotify:track:2VaMCNvcshu99Nkt2opMtF,3.91,0,0.795,0.638,1,-5.481,0.0629,0.331,0.0,0.106,0.24,118.14
1068,NY90 (feat. Lox Chatterbox & REMMI),Jon Santana,3hCmK5sthwZmOPam2LSafj,spotify:track:3hCmK5sthwZmOPam2LSafj,3.89,28,0.627,0.545,2,-9.328,0.353,0.701,4.43e-05,0.338,0.277,79.777
1069,Mother Nature,A D M B,0a4HwvxE7xV5WO0NWWAGgM,spotify:track:0a4HwvxE7xV5WO0NWWAGgM,3.02,24,0.568,0.593,0,-6.56,0.204,0.272,0.0,0.129,0.465,89.998
1070,Six Hundred Sixty Six,Oxyboy,3B2jTXpCLpKVNr68HDmfDF,spotify:track:3B2jTXpCLpKVNr68HDmfDF,1.61,25,0.819,0.66,4,-6.999,0.0887,0.00835,2.74e-06,0.168,0.172,105.006
1071,Trust (feat. Cloud Mac),Nodfather,42wQ2ixMKDhJYbsyRkJc9D,spotify:track:42wQ2ixMKDhJYbsyRkJc9D,4.7,21,0.8,0.413,0,-10.769,0.325,0.341,0.0,0.0811,0.396,102.951
1072,It's A Vibe,2 Chainz,6H0AwSQ20mo62jGlPGB8S6,spotify:track:6H0AwSQ20mo62jGlPGB8S6,3.5,70,0.822,0.502,7,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003
1073,Good Old Days,Joakim Karud,4dofvQC5D6y8EL6A6EsmYP,spotify:track:4dofvQC5D6y8EL6A6EsmYP,4.06,16,0.691,0.789,9,-7.94,0.0741,0.0161,0.509,0.047,0.26,89.025
1074,Foreign Hoes,SwuM,4sLVtAcQka1EIjeqgzRu3c,spotify:track:4sLVtAcQka1EIjeqgzRu3c,3.65,34,0.752,0.626,3,-5.913,0.138,0.751,1.01e-06,0.11,0.412,144.039
1075,Day Dreaming,Pia Mia,5AT9YHjufceXyk7VaVrrhi,spotify:track:5AT9YHjufceXyk7VaVrrhi,3.12,31,0.803,0.59,6,-5.33,0.0753,0.584,4.89e-06,0.0724,0.764,97.89
