,Unnamed: 0,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6,Metric 7,Metric 8
0,1,Grimey,TroyBoi,67bRcGquJWIw6q927Yocht,spotify:track:67bRcGquJWIw6q927Yocht,3.23,34,0.883,0.406,2,-6.07,0.301,0.0307,0.547,0.057,0.534,140.07,3,-0.06470249210793781,0.611019485908095,0.43569146021040206,-2.9696760120237307,0.0035358770073223716,0.9244943755132761,1.510125800813849,1.914407000925708
1,2,Made In China,Higher Brothers,1qowUCis8gYY9KOMuy8fCi,spotify:track:1qowUCis8gYY9KOMuy8fCi,2.86,45,0.79,0.779,1,-2.642,0.0416,0.00397,0.000155,0.159,0.228,150.115,7,-2.0854651511296614,-1.1154357650622677,-0.7922256494835582,-1.2056092308163548,-0.9708838022379075,-0.27331486726526655,-0.2838429749243841,0.14538813555427127
2,3,FIGHT,Tokyo Machine,7kvm95wpVPUHVEptmsdls6,spotify:track:7kvm95wpVPUHVEptmsdls6,3.59,39,0.746,0.751,2,-5.093,0.0537,0.00349,0.76,0.0496,0.712,128.029,3,-1.3671816447086729,-1.1835717293798336,-0.22711568359215026,-3.1633538973871804,0.759957907964216,1.2438216178947579,3.0503350140524557,2.2106500264922513
3,4,Everything Black,Unlike Pluto,3UEnF6y5tyHVtMzldS3svp,spotify:track:3UEnF6y5tyHVtMzldS3svp,3.82,74,0.62,0.864,5,-4.334,0.114,0.0323,0.0,0.117,0.395,98.059,2,-1.946936961237928,-0.8075798052679894,-1.5389783931435448,-0.009065787468388896,0.34300368678420395,-0.32156393291401686,-0.21139687985782415,-0.00805329412938112
4,5,Solo,Prismo,5aWooiRZSWS0P4I5dzLkUJ,spotify:track:5aWooiRZSWS0P4I5dzLkUJ,3.06,0,0.442,0.846,10,-4.11,0.107,0.000352,0.0106,0.376,0.506,179.936,7,-2.2846168796516686,-1.6984396398159076,0.9356948907152033,0.25263983356392916,0.2060709611487302,1.4815207597278832,-2.111356053370707,1.65401644632538
5,6,Worst in Me,Unlike Pluto,5fxTqRkibJsbCD1FSz8U8X,spotify:track:5fxTqRkibJsbCD1FSz8U8X,3.3,37,0.675,0.67,9,-6.476,0.0472,0.0511,0.000635,0.0759,0.477,88.026,2,-0.8945418890980975,-0.32726578081887536,-1.5191544941259936,-0.632907759345346,1.7183593788217502,0.03207564480499909,-0.7051030555626511,0.011661517434327978
6,7,Electric Church,Mike Taylor,185fu7IsLEY43NFu31pKZr,spotify:track:185fu7IsLEY43NFu31pKZr,4.29,34,0.76,0.848,10,-3.769,0.0719,0.00681,0.000114,0.128,0.782,116.978,2,-2.6163039391777643,0.43841215336437483,-1.3287388543402552,-0.6861866535107293,1.352482592255745,0.8738367014062087,-0.6751636709575473,0.5972231228548605
7,8,Thief,Ansel Elgort,3BtA1koBtnClfirgg4BpjI,spotify:track:3BtA1koBtnClfirgg4BpjI,3.68,55,0.592,0.741,1,-3.792,0.0842,0.0251,0.0,0.111,0.379,180.038,7,-1.7985836512112758,-1.419350246220178,-0.7528311520690802,-1.0249473835567455,-1.9835369657117135,0.511305913837797,-0.737042425739022,0.5007647580220536
8,9,Killing Giants,Puppet,5naMU1EbiukINCYPccBFZ5,spotify:track:5naMU1EbiukINCYPccBFZ5,4.03,43,0.395,0.941,4,-4.529,0.0713,0.199,0.00119,0.348,0.405,179.965,7,-2.060376087508903,-2.315220942461295,0.024182759842802576,0.6036069358065184,-1.373184370209978,0.7139060477824056,-1.21617751241064,1.5451868891792313
9,10,Echo (feat. Jonathan Mendelsohn),Hardwell,4QxJKYYSpq6CViKUZ6KL4L,spotify:track:4QxJKYYSpq6CViKUZ6KL4L,5.15,13,0.625,0.937,1,-4.194,0.0433,0.00176,0.228,0.117,0.0975,129.985,7,-1.7253699031415348,-2.4567814463834554,0.270059816091968,-1.9430900796120365,0.07312628378974734,-0.6300483919855747,0.017651574496205788,0.47191249538768165
10,11,Tongue Tied (with YUNGBLUD & blackbear),Marshmello,7jzldCBnJjpJM3epzJ85KE,spotify:track:7jzldCBnJjpJM3epzJ85KE,3.1,61,0.628,0.821,1,-2.721,0.0525,0.0208,0.0,0.426,0.465,93.001,2,-2.4878673040974677,-1.1090002364376055,-1.006564086503135,0.9580467341359329,0.12890562264122352,-1.4663475705304088,0.4690422062738019,1.3033864200580763
11,12,What I've Waited For,Vicetone,5k3WiFcuOQ8htHIh5QnMT5,spotify:track:5k3WiFcuOQ8htHIh5QnMT5,3.7,47,0.533,0.78,2,-3.299,0.0487,0.0143,1.4e-06,0.303,0.343,127.95,7,-1.9879087416334411,-1.8105488376305898,-0.6143761880423386,0.21773138495129116,-0.44482883034611775,-0.6660184280593259,-0.40071464917908933,0.8748915750474655
12,13,The Girl,Hellberg,4wWe3qI7pyxkNVVA3XTYoN,spotify:track:4wWe3qI7pyxkNVVA3XTYoN,4.43,51,0.49,0.72,9,-3.797,0.0351,0.0691,0.0,0.121,0.428,125.993,2,-1.4968576820852204,-1.540629606427358,-1.299580582076096,0.018822230331937747,0.6294858607825409,0.7719283942455168,-1.0737620861129693,0.07112717775555658
13,14,Burn the House Down,AJR,2HaYSyjZmqhFVviYOakAth,spotify:track:2HaYSyjZmqhFVviYOakAth,3.54,0,0.454,0.66,0,-4.357,0.168,0.0364,0.0,0.181,0.568,184.353,7,-1.5623009162780532,-1.2684755954965836,0.5222793492520676,-1.3470804577460513,-1.8092534403558997,-0.1183752885940742,-1.6374334629506253,1.6668811394954997
14,15,I'm Ready,AJR,2dgFqylK6gyILa4HY65u0y,spotify:track:2dgFqylK6gyILa4HY65u0y,3.79,63,0.628,0.867,9,-3.555,0.0913,0.0108,0.0,0.308,0.597,78.043,2,-2.491474433766901,-0.37427987473194074,-1.3619938909447218,1.0697344912949687,1.7187711990091632,-0.15187685005243876,-0.146894189942864,0.7229791537351533
15,16,I Apologize,Five Finger Death Punch,1hntQPOGfiSztG0cASWRoX,spotify:track:1hntQPOGfiSztG0cASWRoX,4.05,0,0.505,0.929,9,-4.69,0.0529,0.00068,0.0,0.167,0.419,77.991,5,-1.9888217206146601,-1.4583325168980916,-0.41641973725481046,-0.3772697860294187,2.3449104153627975,-0.7499100947056812,-1.3336970772619026,0.32344938063072054
16,17,Indestructible,Disturbed,42ZVk59gT4tMlrZmd8Ijxf,spotify:track:42ZVk59gT4tMlrZmd8Ijxf,4.63,70,0.429,0.966,8,-4.605,0.0733,0.000209,0.124,0.371,0.525,179.956,7,-2.5889866837215028,-2.059708060334454,-0.12817682359223792,0.9738919573310308,-0.7244895305532324,2.034179864214817,-0.46521940660539823,1.559297540765753
17,18,In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,3.61,86,0.556,0.864,3,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,2,-1.766045058085374,-1.3078262343716054,-1.5921771946143266,0.507869587003446,-0.2402646863798135,-0.4328859175671071,0.18541165908641571,0.39700468405996336
18,19,Hail to the King,Avenged Sevenfold,5anCkDvJ17aznvK5TED5uo,spotify:track:5anCkDvJ17aznvK5TED5uo,5.1,77,0.58,0.916,3,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004,2,-2.551106910537648,-0.8439083920285336,-1.8740259609768497,-0.213213381262262,-0.3886011198842627,-0.014013269030795727,0.2920789461061967,0.6152549610662665
19,20,Invincible,Adelitas Way,4FthwGFz9SVZgCVqxNXsSK,spotify:track:4FthwGFz9SVZgCVqxNXsSK,3.17,64,0.405,0.962,11,-4.894,0.0842,0.000213,2.31e-06,0.108,0.489,170.023,7,-2.292663119124333,-1.7861853758593538,-0.8159399837139473,0.2077800633036352,-0.24495199770563095,2.2214637455854445,-1.5673403879429326,0.18607228737485718
20,21,Nightmare,Avenged Sevenfold,4UEo1b0wWrtHMC8bVqPiH8,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,6.24,72,0.554,0.949,2,-4.928,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,7,-2.0576369419881466,-1.832920680345669,-0.8839272651026295,0.07352556851368532,-0.8171301073930715,-0.3382753045354486,-0.2627810460762926,0.2508152044347775
21,22,Shepherd of Fire,Avenged Sevenfold,1fQaoh3imrMunWVZh5kf90,spotify:track:1fQaoh3imrMunWVZh5kf90,5.4,70,0.576,0.906,2,-7.677,0.0571,0.000332,0.0614,0.0908,0.211,127.935,7,-1.2247987245255134,-1.7795660055884823,-1.0394445351434454,-0.6834684040102249,-0.6872637918836397,-0.12094066329575359,-0.04390830387790122,0.06278478096051712
22,23,Afterlife,Avenged Sevenfold,7zAt4tdL44D3VuzsvM0N8n,spotify:track:7zAt4tdL44D3VuzsvM0N8n,5.87,71,0.487,0.949,2,-4.217,0.0798,0.000429,2.91e-05,0.231,0.406,110.02,2,-2.354886537714669,-1.698978592213993,-1.1139518070673973,0.44970663614717427,-0.38998690556919485,-0.7508100422047536,-0.09381396323309188,0.5871173347714687
23,24,Alone In A Room,Asking Alexandria,0hAIs32U2SmJcXymlcyF8h,spotify:track:0hAIs32U2SmJcXymlcyF8h,4.1,64,0.482,0.946,4,-3.23,0.0852,0.00251,0.0,0.0466,0.284,135.071,7,-2.2573687263287923,-1.9997647643446876,-1.0924892207287615,-0.49538111054949324,-0.6156536274374244,0.10961141298280964,-0.8113479331037324,-0.29727924023482727
24,25,Hopelessly Hopeful,Asking Alexandria,1jDrYPoiTVcWNybb2kySD0,spotify:track:1jDrYPoiTVcWNybb2kySD0,3.22,48,0.468,0.961,0,-2.211,0.107,0.0136,0.0,0.0502,0.37,135.103,7,-2.5883803630019853,-1.9460645435760189,-0.8406264176519936,-0.955466272246032,-1.1533769635629743,-0.7751793654857119,-0.7045388605359477,0.13904118102648527
25,26,When The Lights Come On,Asking Alexandria,2lWN4CNYwjFiakaTuawzzb,spotify:track:2lWN4CNYwjFiakaTuawzzb,3.39,47,0.493,0.951,2,-3.448,0.0779,0.00184,0.0,0.279,0.298,155.071,7,-2.4819430009003822,-2.1579522823884463,-0.15259895103776727,0.055381037413802736,-1.1036710840550938,-0.12357226255196958,-0.7574329032589664,0.8272610741125818
26,27,What It Takes,Adelitas Way,5f7CQQlWscLYxkdzaKWx5Q,spotify:track:5f7CQQlWscLYxkdzaKWx5Q,3.15,38,0.516,0.877,8,-4.358,0.0755,0.00144,0.0,0.094,0.625,174.173,7,-2.3481729397420303,-1.1292652330562574,-0.6697984490216244,-0.7326325963775298,-0.5014715548214486,1.6313833454989204,-1.411827615709258,0.6006612074024168
27,28,Through The Fire And Flames,DragonForce,1iTb2vi8Bls7QY6CKL2gj2,spotify:track:1iTb2vi8Bls7QY6CKL2gj2,7.32,54,0.111,0.952,0,-4.864,0.131,0.00163,0.00645,0.345,0.126,200.074,7,-1.9010662125770847,-4.075334368674502,0.8571667277789397,0.8743136497174049,-2.8094970103442902,0.29078203891877447,-1.6114282791953762,1.3054329701799638
28,29,Remember the Name (feat. Styles of Beyond),Fort Minor,6ndmKwWqMozN2tcZqzCX4K,spotify:track:6ndmKwWqMozN2tcZqzCX4K,3.84,74,0.688,0.835,8,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,2,-2.4274702830076498,0.6132684690204698,-2.394892265613556,-0.058940077344560006,1.1676303961850163,0.2521919754887764,0.11548712927625783,0.43624304420813065
29,30,Notorious,Adelitas Way,5PZo9NMyNLxOlpEFoYo611,spotify:track:5PZo9NMyNLxOlpEFoYo611,2.84,59,0.53,0.967,0,-2.108,0.0657,0.000507,0.205,0.0786,0.642,99.962,2,-2.8416151665844014,-1.4823623774363888,-1.3507888028595683,-1.0464314517611917,-0.09070864225858756,-0.8570674207734551,0.9785781216318586,0.8410808275891348
30,31,Hero,Skillet,4CbKVDZkYKdv69I4bCaKUq,spotify:track:4CbKVDZkYKdv69I4bCaKUq,3.11,73,0.533,0.967,1,-2.543,0.0995,0.00791,0.0,0.336,0.782,142.018,2,-3.397808418936856,-0.8477652046099671,-1.0489165137160648,0.6569556929328297,-1.2663727813654722,-0.1424640668085237,0.17174631258748757,1.684053931495882
31,32,Saviors of the World,Skillet,63M0g37HTmkOEKQYiPali5,spotify:track:63M0g37HTmkOEKQYiPali5,3.77,36,0.521,0.93,0,-4.219,0.0578,0.000584,0.00119,0.264,0.338,130.039,7,-2.264765622692417,-1.9506196139172642,-0.3123405683481651,-0.2744815861160832,-0.729976571746472,-1.052627122786363,-0.4384167149920795,0.9152404332580338
32,33,I Am An Outsider,Three Days Grace,2wcwbcUmCgB2dt8Pm3o231,spotify:track:2wcwbcUmCgB2dt8Pm3o231,2.7,0,0.436,0.902,0,-4.861,0.0517,0.00125,0.0,0.347,0.53,171.997,7,-2.3551624554438906,-2.0677258739499504,0.6290770734650063,-0.5337118140423772,-1.3047253018804412,-0.4627698876810141,-1.1423290952707932,1.974325104306937
33,34,End of Me,Ashes Remain,3tfTwukbzAVanIvsYeIEmj,spotify:track:3tfTwukbzAVanIvsYeIEmj,2.84,0,0.59,0.823,5,-4.606,0.0394,0.00187,0.0,0.375,0.571,129.969,2,-2.2117820882220562,-1.0869425572702152,0.14745994799010062,-0.14010210672249926,0.6183821710091625,-0.38652755367035435,-0.916107016959061,1.6580684594468345
34,35,For the Glory,All Good Things,3B9fSgViwhIqsVa7W9NVZK,spotify:track:3B9fSgViwhIqsVa7W9NVZK,4.77,0,0.486,0.866,2,-4.711,0.0626,0.000173,1.31e-06,0.0892,0.493,138.08,7,-1.9592738542720989,-1.627982201447408,-0.19096027311351066,-1.5189917383174452,-0.28879976081268915,-0.6587718554893153,-1.2640426679959358,0.7445055684984441
35,36,Playing God,Polyphia,3nBGFgfRQ8ujSmu5cGlZIU,spotify:track:3nBGFgfRQ8ujSmu5cGlZIU,3.43,69,0.601,0.789,4,-6.822,0.0328,0.0395,0.812,0.114,0.315,137.06,3,-0.5368333417273559,-2.7342597818733867,0.058976271685870184,-2.077994677725897,0.591967783468946,1.9295309120529338,3.0432384714060428,1.7369093459876184
36,37,G.O.A.T.,Polyphia,0maCwhZTO3PybhSiQcsjAf,spotify:track:0maCwhZTO3PybhSiQcsjAf,3.6,58,0.66,0.76,11,-5.488,0.0332,0.000601,0.312,0.0949,0.359,107.028,2,-1.1290282973156962,-1.3458921428976613,-0.9720497785617149,-0.786955701345821,1.8995945875177385,1.5108193269544283,0.5556694608973202,0.21273394022521427
37,38,Butterflies,Samsa,6kVku2CoE7fbD29miiutzw,spotify:track:6kVku2CoE7fbD29miiutzw,3.32,0,0.54,0.744,1,-10.942,0.405,0.307,8.95e-05,0.103,0.925,92.207,6,-0.3015078067484278,1.5611570063104336,0.08448963582765748,-1.1226201609632338,0.07994859253244695,-1.595886428068562,-1.2853376897097084,2.3930680153232937
38,39,Solo,Samsa,4XOlo2K3XX1ICy1KfEiWyO,spotify:track:4XOlo2K3XX1ICy1KfEiWyO,3.47,0,0.526,0.525,0,-12.345,0.26,0.712,0.000148,0.139,0.66,73.731,4,1.7452836558498317,0.6964893365257063,-0.6489214420985824,-0.7326759354554137,0.34582241427435245,-2.2979956669119144,-1.0202907609102498,2.28680401278086
39,40,Slow Dancing in a Burning Room,John Mayer,2jdAk8ATWIL3dwT47XpRfu,spotify:track:2jdAk8ATWIL3dwT47XpRfu,4.03,75,0.667,0.361,1,-8.69,0.0273,0.575,0.00506,0.0805,0.29,134.018,4,1.5303957258169287,-0.672609613598766,-2.203167431786719,-0.5154555938572772,-1.3079478640869275,-0.18146165916542714,-0.07852720383864156,0.5550148058560502
40,41,Gravity,John Mayer,3SktMqZmo3M9zbB7oKMIF7,spotify:track:3SktMqZmo3M9zbB7oKMIF7,4.1,73,0.753,0.326,7,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799,4,2.0832197718223284,-0.14851902603399073,-1.9660211495027478,0.6011857134593438,0.03084323888449505,0.573347050182942,-0.3396002934852552,0.8648860452892675
41,42,comethru,Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,spotify:track:18uwL0vNUanqZH0ro2QcOP,3.03,79,0.795,0.178,0,-11.991,0.0574,0.607,0.0,0.623,0.608,93.982,4,1.953890555949977,0.9358962793819144,-1.7048243820517632,1.982506774245195,-0.40362627365851955,-1.2530852273096895,1.1749781307684382,3.125133249823661
42,43,Fantasy,khai dreams,53usuYfeK66GLBhm6k7x5e,spotify:track:53usuYfeK66GLBhm6k7x5e,2.84,0,0.35,0.43,7,-13.14,0.131,0.715,0.0,0.299,0.203,169.908,4,2.603932467209513,-1.6956183201614097,0.5380092802992146,0.29147744044387247,-0.5296366493760976,0.703444176694048,-2.4788737284048294,2.047091149091218
43,44,Anthropocene,Samsa,070iRzgOurm4lI1SViKJ6i,spotify:track:070iRzgOurm4lI1SViKJ6i,4.27,0,0.479,0.784,7,-8.464,0.493,0.302,0.0,0.111,0.692,179.382,6,-0.7448618459543067,0.8385994497972599,1.367694423540907,-0.9223087551060176,-0.9674638494916651,1.1017410119268936,-2.872709988071696,2.0258233101938687
44,45,Gone,Michl,3rWeiS4RxKMhQm61YjkgG4,spotify:track:3rWeiS4RxKMhQm61YjkgG4,2.87,42,0.658,0.525,10,-6.903,0.15,0.556,5.78e-05,0.0883,0.265,82.006,5,0.846833413411456,-0.11066091033323504,-1.458715484784182,0.02839211335386951,1.6778177751882097,-0.10619122842276155,-1.1785044933555893,0.10500673805144978
45,46,Die Trying,Michl,5JTAGruCIDyRLhKLwFkTnS,spotify:track:5JTAGruCIDyRLhKLwFkTnS,3.49,57,0.424,0.356,6,-8.374,0.0777,0.792,0.0,0.148,0.0738,125.41,4,2.313044444119816,-1.7907318163425296,-1.4437771790400116,0.5978527532112202,-0.2981533496958555,0.04670123205117271,-1.3367641649234416,0.5506341494341744
46,47,Through and Through,khai dreams,5lH3H5LMsBnWfec33fui3w,spotify:track:5lH3H5LMsBnWfec33fui3w,1.89,0,0.852,0.424,6,-9.308,0.0463,0.383,0.0,0.0843,0.591,94.934,5,0.7927509242658853,0.9443238904469128,-1.35394831573928,-1.6185000407412236,1.420169496649486,-0.5615603343019883,-0.680090186678813,0.9380374322222059
47,48,Do You Wonder,khai dreams,08zeEYblrLGAwATpniIMCu,spotify:track:08zeEYblrLGAwATpniIMCu,2.46,0,0.774,0.281,4,-12.527,0.0404,0.545,0.0249,0.105,0.341,140.086,4,2.435319484189529,0.09165482168181681,-0.7677003462481443,-1.7369962274213875,-0.01586606920276477,-0.012620283695439185,-1.055764830155757,1.2298452574825642
48,49,Alone Together,Rook1e,7vJfDxu8HB8vLCiDDK8qLr,spotify:track:7vJfDxu8HB8vLCiDDK8qLr,1.82,45,0.601,0.565,7,-6.46,0.174,0.478,0.0,0.195,0.815,75.377,2,-0.2639733331446786,0.8183400304497246,-1.7170564539545659,0.4614556868801743,1.2661979389824936,-0.5810535606164626,-0.48736549142333485,1.5136255552197095
49,50,not ur friend,Jeremy Zucker,1g8illkxDpZ9oHckc7NovJ,spotify:track:1g8illkxDpZ9oHckc7NovJ,2.91,0,0.801,0.272,4,-10.564,0.415,0.302,0.0,0.407,0.648,68.965,6,1.1339241280395291,2.449255816923046,0.5258304305080235,0.14580772186831664,1.3683354024651824,-1.78927245056412,-0.9039599334129147,2.6806229466904075
50,51,Month & a Half,afternoon,5yvMBHzfm1N93DgS95MZHb,spotify:track:5yvMBHzfm1N93DgS95MZHb,2.64,40,0.681,0.549,11,-12.19,0.392,0.593,0.0,0.141,0.62,84.925,6,1.3631611495825302,2.000238433342085,-0.6657274328417419,0.3154487064544772,1.5230730517558153,0.32196395721869614,-1.5163476149622854,1.4658222023411027
51,52,Sanctuary,Joji,3xaugmCyXrVkrDTXbFkMW3,spotify:track:3xaugmCyXrVkrDTXbFkMW3,3.0,66,0.552,0.65,1,-7.199,0.128,0.422,0.000275,0.372,0.316,167.788,7,-0.22143355350555605,-1.2167196142454841,-0.4464722869758807,0.7713527548501242,-1.9465239902636822,0.14625165487148686,-0.5330998725193767,1.7434769502096408
52,53,Sunflower,Rex Orange County,4EpZ4eYuZOwPSSwyqpdHnJ,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,4.2,77,0.384,0.765,6,-4.463,0.0579,0.646,0.00352,0.522,0.567,129.903,1,-0.9695819592171746,-1.5852361115181277,-1.1971322701287013,2.667672901497164,-0.3694161327113492,0.23566297884923715,-0.358781092979256,2.283592529166637
53,54,Best Friend,Rex Orange County,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,4.37,79,0.575,0.714,6,-5.247,0.0596,0.395,0.0,0.115,0.32,144.982,2,-0.6075057958727363,-1.241284378782928,-1.6861556753374631,0.16473084987894207,-0.7175716689186467,0.8510370533262878,-0.6370829392510748,0.19578616463436307
54,55,Run,Joji,6p8eEdiZLKJH8tcjGZuNTK,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,3.25,64,0.447,0.72,7,-3.954,0.0332,0.0416,0.000297,0.614,0.362,157.892,1,-1.8949482874046883,-2.165126901919278,0.003028383574047527,2.3323051308032197,-0.3883367017449487,0.840346904265229,-0.5976746815254428,1.8276387591067098
55,56,Daylight,Joji,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,2.73,73,0.528,0.749,7,-7.571,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,2,-1.4638763289009462,-0.6552734209272653,-1.5492953292451825,-0.26575419573131825,-0.8436185487323554,1.730389056197216,-0.6236510083725127,0.71232561023554
56,57,little more time,mike.,4QLfBlc1xO0iC8ZhLUBWP2,spotify:track:4QLfBlc1xO0iC8ZhLUBWP2,3.15,0,0.533,0.488,7,-8.512,0.0525,0.166,4.84e-05,0.0888,0.472,169.915,7,0.2502193807180074,-1.0088558423703964,-0.2375671967068021,-1.396777177255116,-0.23400065450906848,1.0453672632761335,-1.8732226290373057,0.8920625181485666
57,58,My Summer Aphrodite,Rook1e,4jwhobca3U4YCIU4hu183M,spotify:track:4jwhobca3U4YCIU4hu183M,1.53,0,0.547,0.9,0,-6.395,0.274,0.908,0.000491,0.288,0.664,89.415,1,-0.445452803333618,0.26390045730423195,-0.20648394571584533,0.06782051233062666,0.06931036382895873,-2.28048193906294,-1.0010100982286279,2.6709805107837625
58,59,Sunkissed,khai dreams,1tD8J13a74q8fBqXwAP50j,spotify:track:1tD8J13a74q8fBqXwAP50j,2.11,71,0.766,0.354,6,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902,2,0.7751945996342199,0.9687459784739885,-1.7806100676134053,0.8833493318197716,-0.737972767053227,1.2186031080003599,0.027060795927435446,2.3762560464588467
59,60,Normal People (feat. rei brown),Joji,4UiogCfzKQW98U1GTCivsn,spotify:track:4UiogCfzKQW98U1GTCivsn,2.78,63,0.678,0.685,10,-9.439,0.0472,0.384,0.736,0.099,0.637,173.104,3,0.3756367042387372,-1.1935273489080436,-0.319831762243598,-1.8554419153551618,0.631748101572733,3.8158401423067123,2.1264194652810917,2.3365628697929166
60,61,Picture Frames,rei brown,3BKp3p9HF9nMP4CcSsOBAf,spotify:track:3BKp3p9HF9nMP4CcSsOBAf,4.54,4,0.498,0.515,2,-10.647,0.0583,0.717,0.0262,0.215,0.146,119.596,4,1.9938704676437355,-1.6250624122999344,-0.35001744652307,-0.4599293004441318,-0.09318923521427634,-1.159951583819903,-1.227235104555511,1.4263995147786561
61,62,i'm closing my eyes,potsu,3NsuucK8qXpIJf7KPZX7vq,spotify:track:3NsuucK8qXpIJf7KPZX7vq,1.97,69,0.895,0.109,0,-13.853,0.0996,0.534,0.549,0.106,0.546,134.067,3,3.2097272040174594,0.6106018262070815,-1.2200591076234244,-2.211695619342387,-0.5940579302771268,0.9838235448467226,2.635838040649813,2.5146465593890377
62,63,you're my world,atlas,7tjLhVohcthjLc72nXrWT2,spotify:track:7tjLhVohcthjLc72nXrWT2,2.62,52,0.785,0.563,6,-7.805,0.103,0.655,0.00916,0.108,0.425,86.025,2,0.7416425120509672,0.5154633247051318,-1.9781660094533586,-0.2774083434729541,0.9008925764771366,-0.49046878562036894,-0.266803156342942,0.6162309239284401
63,64,i think you're really cool,guardin,78cIbVjU1xn7mbQ9i35avl,spotify:track:78cIbVjU1xn7mbQ9i35avl,2.68,63,0.503,0.446,5,-6.279,0.0547,0.904,0.0,0.303,0.476,174.062,4,1.0057868702782948,-1.024868682896166,-1.4519317742769668,0.9965805936341274,-1.5313901153907739,1.0273039084021336,-0.9359514793201352,1.8858012376609437
64,65,Good News,Mac Miller,1DWZUa5Mzf2BwzpHtgbHPY,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,5.7,76,0.794,0.32,1,-12.92,0.173,0.853,0.134,0.112,0.241,174.088,4,2.9574283227132536,0.3008837099723087,-1.221445302952815,-0.8899237091314437,-2.2159674369955398,0.9523372452173098,0.014420623180684813,1.5229602332407308
65,66,Jaslyn's Song,Khantrast,1KJTzs4v7wTEentzjgbzWy,spotify:track:1KJTzs4v7wTEentzjgbzWy,3.25,31,0.753,0.385,6,-11.778,0.119,0.514,0.0,0.11,0.618,85.057,4,1.6324855508304879,1.1412200587592691,-1.6664037522717317,-0.659228882489969,1.0982536198487654,-0.5000760914466454,-0.5015043588288817,1.209451580072851
66,67,HOME,Aries,138Xq3G4YSQi6a5NpAAx65,spotify:track:138Xq3G4YSQi6a5NpAAx65,3.77,46,0.656,0.535,6,-7.469,0.0309,0.203,1.07e-05,0.114,0.143,115.012,5,0.34055223245969735,-1.1671167125673783,-1.1983418644664423,-0.5125750857863152,0.44795831479939385,-0.04933139047531106,-0.7364739765264897,-0.1310183516722186
67,68,Good for Nothing,Powfu,2HKkb2JuwwrdgNrru1Bj8J,spotify:track:2HKkb2JuwwrdgNrru1Bj8J,3.77,40,0.835,0.444,11,-10.836,0.111,0.187,0.0,0.121,0.44,140.007,6,0.7392632467746554,0.8029117880580318,-0.9644123967234992,-0.7589074934400366,0.797534180849671,1.6314159251699087,-1.0804359859604118,0.4837881638224217
68,69,help herself,bbno$,4YMc3A256xFBS0xcT77Qce,spotify:track:4YMc3A256xFBS0xcT77Qce,3.14,71,0.607,0.851,4,-7.754,0.0364,0.623,0.351,0.107,0.479,168.049,2,-0.14656287989572506,-1.4770357581356348,-1.0982917161615773,-0.9646284147476882,-1.0095961082754015,1.7281502016499948,0.9137688240134555,1.624986721183246
69,70,i remember,bbno$,4MWFPLrhkekG6gcix2l3vJ,spotify:track:4MWFPLrhkekG6gcix2l3vJ,3.39,54,0.602,0.821,3,-6.123,0.0408,0.000925,0.712,0.217,0.821,76.986,3,-1.5066815409385201,-1.3297180445981178,-0.5410372311819719,-1.392188047960666,1.8265263476400935,0.30304649071095496,3.4135890500983104,2.6034787350874167
70,71,Goodie Bag,Still Woozy,4vHNeBWDQpVCmGbaccrRzi,spotify:track:4vHNeBWDQpVCmGbaccrRzi,2.44,77,0.739,0.522,7,-12.304,0.151,0.821,0.00124,0.233,0.619,138.263,4,1.5847891312755207,1.0854716863351694,-1.7860165477484968,0.6577266279531946,-0.523968586452719,1.116306162031851,-0.39875658479640813,1.826523844605707
71,72,Butterflies,Fiji Blue,4aHrviUXxabPdIgWxdYQLt,spotify:track:4aHrviUXxabPdIgWxdYQLt,2.94,64,0.729,0.526,8,-7.241,0.0986,0.229,4.56e-05,0.309,0.786,110.02,2,-0.6584967184005978,0.8636989704143797,-1.6110950593211388,0.7302851997939351,0.7179336207624388,0.5778231312085959,-0.03704811681827969,1.5217460515760497
