,Unnamed: 0,trackName,artistName,trackID,trackURI,duration (min),popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Cluster,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6,Metric 7,Metric 8
1756,1757,No Surprises,Radiohead,10nyNJ6zNy2YVYLrcwLccB,spotify:track:10nyNJ6zNy2YVYLrcwLccB,3.82,82,0.255,0.393,5,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,1.854494341918388,-1.9517693338759792,-0.3338652038101633,1.595361117924228,0.14776254973723746,-0.8221519802015258,0.613030292495616,-2.0281846331561497
1757,1758,rx,ROLE MODEL,273h36reiuZ6Q92u4cmfID,spotify:track:273h36reiuZ6Q92u4cmfID,3.34,52,0.444,0.121,4,-15.137,0.0393,0.747,0.0,0.143,0.338,141.304,4,4.287550808447849,-0.305181155886405,-0.17402073002893764,0.8019059609416566,-1.319682840841891,0.28204529879706475,0.10626416662215045,-0.3515892751658441
1758,1759,i don't care - bonus track,young friend,3pM7NQahwmilUQ2JSBJOzA,spotify:track:3pM7NQahwmilUQ2JSBJOzA,2.68,52,0.724,0.225,4,-14.13,0.0461,0.768,0.00596,0.111,0.698,169.913,4,3.119843503868381,1.4728148831923242,-0.5072262981029427,-0.07700585945919643,-1.8066715337484671,1.184079526981671,0.5942707756125533,0.11291682914960668
1759,1760,change ur mind,Sarcastic Sounds,58Mh6zmqSo9IvysPAXnG0h,spotify:track:58Mh6zmqSo9IvysPAXnG0h,3.06,58,0.627,0.575,4,-7.38,0.232,0.78,0.0,0.336,0.494,78.546,1,1.0259990477867273,1.0760088929967697,0.1975318582141892,2.018152553431416,0.10691943178207881,-1.3148078617758645,0.8152662674549035,0.06202858997212016
1760,1761,Broken,Lund,4W8sUeokQKfHt1uTXp0Jq0,spotify:track:4W8sUeokQKfHt1uTXp0Jq0,3.34,72,0.83,0.583,0,-2.052,0.0412,0.0563,0.0005,0.109,0.146,134.0,7,-0.9839519201237513,-0.29935789837749377,-0.10191388328449304,-0.27636112414442654,-1.4824200177611402,-0.6302097656089258,1.3960320516693296,-2.205256814223377
1761,1762,Coffee,fishkid,45EYpR9kjnnELwqWISfy0u,spotify:track:45EYpR9kjnnELwqWISfy0u,2.29,44,0.527,0.308,6,-11.848,0.0359,0.699,0.0021,0.162,0.0397,69.88,4,3.4450887745062486,-0.6580579480639508,-0.19344318393906196,1.1644776450910024,0.8703323422970392,-1.1868520664269808,0.3472922517746784,-1.3894029409108457
1762,1763,Think About U (feat. Joji),Ryan Hemsworth,4yakjUoss5rjOdPWQ8mW6Q,spotify:track:4yakjUoss5rjOdPWQ8mW6Q,2.82,55,0.324,0.353,0,-10.119,0.0335,0.859,0.139,0.262,0.0569,121.788,4,3.2283489489494746,-2.1105801816399814,0.4138465280223406,1.3573193707683355,-1.375345583227989,-1.0120258331138106,0.9189838389666003,-0.18663071304433057
1763,1764,i broke my neck when i fell for you (feat. 93FEETOFSMOKE),remy,4TnldeUFh2FiVnfl0fCBzY,spotify:track:4TnldeUFh2FiVnfl0fCBzY,2.64,38,0.565,0.496,5,-5.432,0.0302,0.876,0.525,0.15,0.782,79.948,3,1.325453602368624,-0.1975983869072361,-0.1759452792242092,-0.11833145385452232,1.3017868561801613,0.00512947076599605,3.0225832932607095,0.7956456499940561
1764,1765,Sick of This,Just Big Hills,3XKAwOCIYtttde7vLMD5Jo,spotify:track:3XKAwOCIYtttde7vLMD5Jo,3.9,51,0.846,0.208,6,-22.79,0.0833,0.404,0.878,0.202,0.624,116.963,3,4.961973452048069,1.024231136170422,1.4531425550296282,-1.5879977955054363,1.1795175316138864,2.35173037125568,4.719723929618673,1.961021917475524
1765,1766,Bubble,rei brown,2ohheZzavZxvs6Gm3o8EUS,spotify:track:2ohheZzavZxvs6Gm3o8EUS,2.62,45,0.7,0.537,1,-6.932,0.0339,0.569,0.159,0.131,0.567,147.978,6,0.6857160100219583,0.15031098106991306,0.046542288600104294,-0.4584180116357888,-1.3677912648017803,0.12357762559322277,1.531536622085076,-0.20631502228614332
1766,1767,drunk,keshi,6D6HVKe7Qu3imn4zzJD0W9,spotify:track:6D6HVKe7Qu3imn4zzJD0W9,3.78,72,0.691,0.389,4,-8.247,0.0367,0.765,0.0,0.0941,0.306,104.952,4,2.0885620837104715,0.3023435071729183,-1.0220112114458761,0.7038388020742001,-0.5165255759693529,-0.40998761683033214,0.9958001174092154,-1.3341751671421327
1767,1768,We Never Met,2ND CHOICE,3obYzeG6ycjGPGVZyRmjTH,spotify:track:3obYzeG6ycjGPGVZyRmjTH,1.79,54,0.385,0.185,7,-24.819,0.0394,0.955,0.941,0.106,0.369,78.075,3,7.250977732303613,-1.2744940275497847,0.9323019991775253,-0.6076150478890202,1.8281390537969262,1.5935388116362255,4.178982258876571,1.7768039125025883
1768,1769,Andy,Huron John,7Bcenw3L04NpnXVcPDig4j,spotify:track:7Bcenw3L04NpnXVcPDig4j,3.64,31,0.654,0.691,4,-5.813,0.0509,0.517,0.0466,0.145,0.56,172.1,7,-0.19982749776050351,-0.012082484745370865,0.521580961562668,-0.21436726810830317,-1.4091081251898148,0.765807729555584,0.36976160738924874,-0.4538609798590395
1769,1770,I think I love u,Lemonah,6mYnhUDS5mJ00d4vCcXaXa,spotify:track:6mYnhUDS5mJ00d4vCcXaXa,2.13,33,0.845,0.125,5,-14.871,0.0894,0.957,0.745,0.0609,0.787,89.971,3,4.547155124398539,1.5793186661349485,0.16323949770235482,-1.749155439215859,1.409147292060172,1.0214224194011812,4.028671732170694,1.5421555012098074
1770,1771,Warm Light,Julia Wallace,1cpF2JLwXflkpHMlXC4nKa,spotify:track:1cpF2JLwXflkpHMlXC4nKa,2.96,36,0.659,0.26,6,-14.127,0.0337,0.921,0.000871,0.0991,0.526,134.95,4,3.6526337793318215,0.9577558027496834,-0.4560321842186124,0.18993857204828196,-0.568995494177206,0.5086026910378837,0.2209337201223035,-0.25772619888973014
1771,1772,YEAH RIGHT,Joji,1VGzxJnVQND7Cg5H5wGj14,spotify:track:1VGzxJnVQND7Cg5H5wGj14,2.91,81,0.672,0.588,1,-9.573,0.133,0.619,0.241,0.0992,0.204,169.033,4,1.614974143968627,-0.4177872509441017,0.4941121563542151,-0.18914219681042915,-2.275880060066219,0.9169706816335229,1.6435921391321988,-0.6191330853421344
1772,1773,Ball,Eryn Martin,3CL4OEx96xE6eO9vrHunJY,spotify:track:3CL4OEx96xE6eO9vrHunJY,2.53,51,0.589,0.551,7,-8.822,0.0517,0.0824,0.000565,0.122,0.13,82.487,5,0.8259884391076064,-0.629396317840341,0.20715258269356063,0.645029127362867,0.9098277463150214,-0.5758119133808484,0.5134452120233614,-2.108591894979704
1773,1774,i walk this earth all by myself,EKKSTACY,5a8QUc4ubHJqQm7vzs2YhA,spotify:track:5a8QUc4ubHJqQm7vzs2YhA,2.43,72,0.595,0.588,10,-11.313,0.0624,0.507,0.781,0.113,0.518,166.061,3,1.871954674901059,-0.9827095753296204,1.1575375937015258,-0.7293640517020912,0.2757572605908037,3.692410043240235,3.369928983568595,0.6265983296117941
1774,1775,Take It Up With Cupid,August James,60nluyA5egEr616Md8bc7d,spotify:track:60nluyA5egEr616Md8bc7d,3.37,34,0.71,0.28,6,-16.42,0.0486,0.828,0.000272,0.107,0.196,127.03,4,4.272899599798145,0.5916363809815413,0.06721688884869637,0.08126403714798303,-0.31293429359490804,0.23243448694034177,0.10754707493100267,-0.784374709648363
1775,1776,Hell Is Cold,Wild Pink,23oyZLxYTWkk8dwfmiS0EJ,spotify:track:23oyZLxYTWkk8dwfmiS0EJ,2.64,34,0.414,0.34,9,-13.102,0.0327,0.586,0.422,0.176,0.484,61.024,4,3.2548985630073317,-0.7693430489702052,0.37926558017342615,0.5835464030443489,2.261599583010783,0.1338580305400917,1.9819447623656627,0.17296459869722028
1776,1777,Die Alone,FINNEAS,6q2MA87tphYrGm5Jr7xHMl,spotify:track:6q2MA87tphYrGm5Jr7xHMl,4.36,46,0.269,0.0901,0,-11.838,0.0347,0.943,0.00105,0.105,0.12,76.689,4,4.647291796894214,-1.46717310450954,-0.5863425903499067,1.138881886475979,-0.6362799389304428,-2.1675416557510125,0.3287406235572401,-0.8393070916724089
1777,1778,how i'm feeling,Ryan Woods,0Bo3X0RlboVKipzxpzwXfo,spotify:track:0Bo3X0RlboVKipzxpzwXfo,2.85,51,0.379,0.314,6,-9.05,0.0499,0.622,2.16e-06,0.127,0.165,134.032,4,2.5652457271413978,-1.2948255708244931,0.1060870733904677,1.0600725573433791,-0.7611742146324372,0.20700311300662014,-0.23844041752554387,-1.2508880101970357
1778,1779,"Don't Leave, Don't Go",Deyaz,07nd9H2REZKIhVgp3n36YL,spotify:track:07nd9H2REZKIhVgp3n36YL,3.07,58,0.683,0.138,7,-11.778,0.0478,0.968,3.79e-06,0.105,0.264,99.028,4,4.042395818897418,0.7024248233113548,-0.9336869837065167,0.8743789989225162,0.16404881437178107,-0.08024383825259172,0.4967308902643957,-1.0803410562403857
1779,1780,Glimpse of Us,Joji,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,3.89,95,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,4,2.7718149302179618,-0.7425653439311665,-0.6817483348030966,1.7996340083591782,-1.7749846156993292,1.7853897166970336,0.03212157832680893,-1.0479811372433814
1780,1781,October Baby,Sean Kennedy,5jirw3NThH8SMtvlrrfSw1,spotify:track:5jirw3NThH8SMtvlrrfSw1,4.07,39,0.33,0.523,6,-9.854,0.0325,0.0123,0.0117,0.265,0.235,180.088,7,0.7198332509034092,-1.9486092924771805,1.5352192779253873,0.9554940822460026,-1.3980409362696704,1.1501996506961003,-0.39122905996835067,-0.8268604439057535
1781,1782,Alone Together,Del Water Gap,2lf0nT2QF3AXBuOLGKwLnv,spotify:track:2lf0nT2QF3AXBuOLGKwLnv,3.43,48,0.577,0.352,7,-9.752,0.0322,0.586,2.79e-05,0.111,0.354,172.073,4,2.0849140938479924,-0.23469204889800374,0.11205813171867926,0.3451482081281672,-1.2761462844637885,1.3931942634533099,-0.13874067183772762,-0.9789650906644142
1782,1783,We Need to Talk,Matt Maltese,1gqMcDslzFtgOsAZDY58JX,spotify:track:1gqMcDslzFtgOsAZDY58JX,3.16,46,0.689,0.288,4,-8.935,0.0386,0.951,4.89e-06,0.0889,0.218,112.988,4,3.013303889006072,0.21647036232506253,-0.605353498002505,0.34143416333958876,-0.48333269515806326,-0.5367644623810485,0.48191973909364194,-1.148303093907141
1783,1784,it would feel like this,girl in red,0o2KnhHD5nFFgbfL6cQtY7,spotify:track:0o2KnhHD5nFFgbfL6cQtY7,1.34,43,0.575,0.116,5,-16.45,0.042,0.988,0.924,0.148,0.221,113.833,3,5.845977334481758,-1.2981764069865573,1.2818901097540571,-1.1167904471337708,0.9432937823101409,1.57641433698362,4.087874215842046,1.4190770713086105
1784,1785,rosier,brakence,6ZUiIY6JQtDkrJggZ1OSQ7,spotify:track:6ZUiIY6JQtDkrJggZ1OSQ7,3.71,49,0.572,0.257,11,-13.572,0.346,0.65,0.0,0.428,0.544,114.673,4,2.8985061321102688,1.9074641237127232,1.3261466113071285,2.611291505218833,0.42983225187832547,0.7596719241818827,-0.34643959387996187,0.7155341487498551
1785,1786,Only Ones Who Know,Arctic Monkeys,71ytDkCnYc11VRiRCrhDHX,spotify:track:71ytDkCnYc11VRiRCrhDHX,3.08,67,0.29,0.399,7,-10.696,0.0338,0.902,0.0019,0.105,0.0965,128.37,4,3.2749329526915765,-1.713843731387233,-0.32916067416525047,1.6351363977659747,-0.7715713044852048,0.3716796587243947,-0.28559484445844047,-1.3004556906076137
1786,1787,There’s No Insurance For a Broken Heart,Ryan Woods,24vHN1HCkhlQ0t29PTmagg,spotify:track:24vHN1HCkhlQ0t29PTmagg,3.39,41,0.676,0.469,9,-9.428,0.0604,0.734,0.0,0.15,0.312,128.079,4,1.9787388551336553,0.3271776519949251,0.027773507348883272,0.7166374273288403,0.16419149717142653,0.6874936294791764,0.013274464333163878,-1.0609829113852434
1787,1788,Smile in the Face of the Devil,Matt Maltese,0h6X7BCq7IYKHNoXln3LX3,spotify:track:0h6X7BCq7IYKHNoXln3LX3,2.65,58,0.48,0.363,3,-7.561,0.029,0.913,0.75,0.11,0.176,120.61,3,3.158186152986442,-2.212143468733145,0.7463223470958459,-0.6042422626345229,0.06023087569291574,0.8741958614218447,3.4994952568569753,0.3518871069238507
1788,1789,Fire Out,Call Me Karizma,4hYTiJcNgQLXi4556RAr7L,spotify:track:4hYTiJcNgQLXi4556RAr7L,3.07,53,0.498,0.613,1,-9.674,0.487,0.513,5.45e-06,0.131,0.217,75.077,6,1.4982121125249699,0.9836368095104189,1.421133715746463,1.018333611981371,-0.6413072055842417,-2.0445032122539297,-0.06453615799819364,-0.7522698136710012
1789,1790,Where the Sidewalk Ends,gnash,7y93FcIlQj9c6xVHfKX3sA,spotify:track:7y93FcIlQj9c6xVHfKX3sA,2.74,44,0.847,0.346,6,-11.778,0.444,0.704,0.0,0.128,0.687,122.028,6,2.2129322032217265,3.5930651701991674,0.81279781536859,0.27198383748614674,-0.6035063156555842,0.2309079452714713,-0.0017956654493679596,0.11618498420598238
1790,1791,dropout,brakence,1Sl3gcmaeiU3vOMPpeM98V,spotify:track:1Sl3gcmaeiU3vOMPpeM98V,3.35,55,0.752,0.274,1,-11.269,0.146,0.453,0.0,0.155,0.629,141.039,6,1.9270430021730824,1.6228037478344786,-0.01421294964407264,0.0066433945684233175,-1.6656010026744097,-0.09629785144333655,0.9699591048852969,-0.1658508862232142
1791,1792,Star Shopping,Lil Peep,6Ox1rvlwEpB49drasQm6RF,spotify:track:6Ox1rvlwEpB49drasQm6RF,2.37,71,0.538,0.471,4,-9.84,0.0955,0.0946,0.0185,0.116,0.307,93.07,5,1.0739634101649902,-0.26675586742621554,-0.060328820721399806,0.7449951342547435,-0.15896700548401582,-0.5820541049858315,0.9603907987044477,-1.5879551699147187
1792,1793,party favor,Billie Eilish,3WxmlTZ85sCYFnuIXmUAEe,spotify:track:3WxmlTZ85sCYFnuIXmUAEe,3.41,70,0.826,0.188,0,-12.181,0.0883,0.882,2.83e-06,0.103,0.205,130.022,4,3.680279359336536,1.0402819324595913,-0.6481174211885051,0.08244947819950539,-1.7955137593549315,-0.5504369988754433,1.1390605837725118,-0.8819798246461769
1793,1794,Brown Eyes and Backwoods,Tom The Mail Man,5Q8ILM1zVZWyGjIxAs8jdn,spotify:track:5Q8ILM1zVZWyGjIxAs8jdn,2.97,39,0.385,0.342,7,-7.215,0.05,0.476,0.0,0.0936,0.393,200.268,7,1.4704172455333102,-1.1203184720492163,0.6034255929328448,0.33462705899029044,-1.9223020793120074,1.8078321989336208,-0.7840783609376872,-0.944389473887324
1794,1795,Feeling Whitney,Post Malone,35r28RDot7nPE7y9K9H7l0,spotify:track:35r28RDot7nPE7y9K9H7l0,4.29,77,0.412,0.227,0,-12.696,0.0359,0.787,4.69e-06,0.282,0.226,80.111,4,3.6803005161661666,-0.7615817850287709,-0.627770017318815,2.059969126274825,-0.8449687054165497,-1.7668917783056244,1.238467637831462,-0.3584194597171431
1795,1796,Smoke Signals (feat. Tessa Violet),Cavetown,07c66SO9kYqa5GSmvLsQZy,spotify:track:07c66SO9kYqa5GSmvLsQZy,3.48,55,0.573,0.16,8,-16.587,0.037,0.933,0.000111,0.109,0.246,104.708,4,4.939024672370887,0.36445991191391086,-0.6215075293391962,1.0221952962993015,0.16826829081267286,0.28890117931849857,0.19887342722151014,-0.8647277498917256
1796,1797,Emerald Eyes,Anson Seabra,0LlTn7ZnC0Nu3lDY2cg8jL,spotify:track:0LlTn7ZnC0Nu3lDY2cg8jL,4.0,56,0.477,0.0489,4,-17.039,0.0611,0.929,0.0,0.0686,0.356,200.082,4,5.108999920042561,-0.005079910641197115,-0.029611797710502215,0.2337778042981495,-2.8160593042909805,1.6665026469826358,-0.34051622167065093,-0.17524120950360958
1797,1798,"Money, Love & Death",gnash,6SNbZkTjHMCLninZRWTjbJ,spotify:track:6SNbZkTjHMCLninZRWTjbJ,2.74,46,0.415,0.301,4,-13.874,0.0443,0.819,0.305,0.106,0.359,178.934,4,3.784739512152554,-1.147401500608386,0.7214199863028116,-0.1610051570467732,-1.696508109079233,1.5901278955221225,0.978762500505354,0.2906116473997149
1798,1799,is your bedroom ceiling bored? (feat. Rxseboy) - Fudasca Remix,Sody,3XwEo4mEovAVPd3cNUN4Dy,spotify:track:3XwEo4mEovAVPd3cNUN4Dy,3.19,48,0.521,0.347,6,-12.716,0.164,0.463,0.0,0.091,0.198,123.996,4,2.8193417009415183,-0.01059902857973595,0.5649388359661185,0.5329495473282899,-0.5216481346347653,0.14014847189687604,-0.17841811597652307,-1.223014178631009
1799,1800,Feel Again (Feat. Au/Ra),Kina,1fgC2MHbJnPgvDfdTpC62c,spotify:track:1fgC2MHbJnPgvDfdTpC62c,2.32,54,0.487,0.384,5,-10.594,0.0587,0.24,0.0,0.124,0.224,78.138,4,1.9354331579851032,-0.5857212629411389,-0.06318116275135363,0.8708743817492722,0.4687685338344549,-0.9683312444072432,0.6012402775253628,-1.614697255802896
1800,1801,Lookalike,Conan Gray,4K3gM7kzX4POAfrs71HomN,spotify:track:4K3gM7kzX4POAfrs71HomN,3.68,74,0.434,0.302,10,-10.117,0.0378,0.766,7.63e-06,0.149,0.173,121.645,4,3.0266332891802343,-0.8316202686153303,-0.4937102003875826,1.8400844259285456,-0.053050256407732845,0.9122110339604124,-0.045940081590239934,-1.4264600870307664
1801,1802,TV,Billie Eilish,3GYlZ7tbxLOxe6ewMNVTkw,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,4.69,85,0.412,0.236,4,-15.159,0.0379,0.83,0.00653,0.147,0.119,140.214,4,4.344692184796896,-0.9397085179432755,-0.43853980273887827,1.4872052528718318,-1.6844673237508931,0.43391571180219124,0.3985509144705171,-0.881384868854474
1802,1803,Hate Me!,MASN,6jmf4OxSGzdgthZruXtcqu,spotify:track:6jmf4OxSGzdgthZruXtcqu,2.58,69,0.683,0.628,6,-6.512,0.123,0.659,0.0,0.106,0.356,142.06,6,0.668079292190859,0.37099195560257703,-0.1639465588209844,0.6891272857322017,-1.0127718100565468,0.6537142358804691,0.4220595109673833,-1.2810571639280328
1803,1804,i still think of you,the bootleg boy,7BrbGr8S8rjrnlGLqtfFwA,spotify:track:7BrbGr8S8rjrnlGLqtfFwA,2.08,56,0.575,0.193,2,-15.494,0.179,0.951,0.0443,0.156,0.308,118.589,4,4.512082677860751,0.7487360301020329,0.09333263277726558,0.774620134046385,-1.2539139824774557,-0.5086366605334126,0.5586298647186625,-0.04480124870336751
1804,1805,Ur Gonna Wish U Believed Me,Cavetown,3f9Xt5Bcu1QooplxlTPEtb,spotify:track:3f9Xt5Bcu1QooplxlTPEtb,4.52,51,0.568,0.453,4,-7.453,0.0258,0.626,0.0224,0.135,0.224,134.996,4,1.6181458455866289,-0.7282067283797666,-0.018264383204891,0.5459944162199467,-0.9250632008881892,-0.039940824308010395,0.4559469720753915,-1.20928979170182
1805,1806,Tell Me About You (feat. Mishaal),Kina,1haZCYSR61JHOAivPNOuQH,spotify:track:1haZCYSR61JHOAivPNOuQH,3.24,56,0.38,0.292,0,-14.282,0.054,0.498,0.0262,0.126,0.0777,75.572,4,3.6650144807604463,-1.2049689612747643,-0.04797425211850828,0.8531029686962552,-0.48171136599729164,-1.915771110997995,0.8468847612986936,-1.1425977731303194
1806,1807,Welcome to Wonderland,Anson Seabra,3JfHYZKy5JmE5Fv4gDTCiz,spotify:track:3JfHYZKy5JmE5Fv4gDTCiz,3.32,72,0.703,0.179,4,-10.906,0.0366,0.949,0.0,0.102,0.346,97.427,4,3.5689379216882995,0.8087534863931518,-1.2927714294339219,0.8431032317674186,-0.44255961279188905,-0.49632681891944036,1.0780450606343348,-1.0050418463379334
1807,1808,is your bedroom ceiling bored? (feat. Cavetown),Sody,3ehrCQoouv7NW8LRgcMvRF,spotify:track:3ehrCQoouv7NW8LRgcMvRF,3.46,59,0.616,0.45,6,-9.832,0.114,0.529,1.58e-06,0.0926,0.195,123.851,4,1.970435789367661,0.0007095981425696524,0.09436828596723748,0.5821121400354784,-0.5196242422853864,0.19696404298745057,0.232285634943847,-1.5108139345561884
1808,1809,IDK You Yet,Alexander 23,0j1Ia2lQWrcXrQZI4AdJlk,spotify:track:0j1Ia2lQWrcXrQZI4AdJlk,3.08,79,0.648,0.308,1,-11.729,0.04,0.886,0.0774,0.124,0.198,76.997,4,3.491235706934484,0.06748679698549379,-1.036780514492089,0.8788374147679013,-0.4498760854304671,-1.3507945998258049,1.739641804964962,-0.9869452976038965
1809,1810,The 30th,Billie Eilish,5SHpuW2qjkQtFRpE6P9Nks,spotify:track:5SHpuW2qjkQtFRpE6P9Nks,3.61,82,0.387,0.135,7,-14.398,0.051,0.929,0.0,0.0948,0.21,82.987,4,4.778083926667659,-0.42605036066693375,-1.1480267308903909,1.853452786768898,0.05143074634213669,-0.25050435896079837,0.42157845614126005,-1.1982708530018598
1810,1811,Touch,Sleeping At Last,4g2WiijzSKzH8PApKDbadN,spotify:track:4g2WiijzSKzH8PApKDbadN,4.27,71,0.415,0.104,0,-11.83,0.0426,0.955,3.79e-06,0.104,0.18,82.006,4,4.416417101460268,-0.6753834814366778,-1.0634504746105409,1.230853138767644,-0.9674806297102233,-1.7381905253709682,0.9001305987227617,-0.949357434433771
1811,1812,more,keshi,24Sqz5FNuD6D5Utxeg4DmK,spotify:track:24Sqz5FNuD6D5Utxeg4DmK,3.07,59,0.565,0.707,5,-4.98,0.0357,0.568,0.0,0.374,0.401,79.973,1,-0.10940299047230832,-0.4374059927070046,-0.07549560516638724,2.229322621501667,0.514249422444996,-1.1483597024009027,1.1396877286703508,-0.5824114361703633
1812,1813,Violets,Josh Golden,25ndwd0OLtkQLkFBaS9RjT,spotify:track:25ndwd0OLtkQLkFBaS9RjT,1.92,60,0.572,0.631,9,-6.152,0.0701,0.638,0.0,0.451,0.546,95.09,1,0.22142127746231727,0.2001476346461755,0.09512822859707289,2.825912726779435,0.8020579008652207,-0.0465914948993028,0.7977980387652578,-0.038516150726101504
1813,1814,Pyjama Pants,Cavetown,7aU0FxwwsAwmQ8uGFYLIlu,spotify:track:7aU0FxwwsAwmQ8uGFYLIlu,3.98,52,0.579,0.338,9,-14.32,0.0373,0.577,5.62e-06,0.0951,0.111,120.195,4,3.4510641792670333,-0.2722693869884908,0.023597867974240384,0.7178390100338482,0.16734066440113068,0.699016796477401,-0.03086028222267113,-1.5627879320042883
1814,1815,Happen To Me,BENEE,4Kjo34blxmLG5HNUKEvHRM,spotify:track:4Kjo34blxmLG5HNUKEvHRM,3.86,53,0.661,0.643,0,-7.655,0.0319,0.168,0.0034,0.0966,0.36,148.994,7,-0.03466543880996341,-0.3694608077836561,0.2605075711852761,-0.38717092692077143,-1.7873649488856453,-0.2849835647679211,0.956683037298676,-1.3223200819936485
1815,1816,minor,Gracie Abrams,1G9YZPtxUGfl1yVw7kq4yc,spotify:track:1G9YZPtxUGfl1yVw7kq4yc,2.68,59,0.705,0.281,2,-7.991,0.0863,0.856,0.0,0.117,0.211,84.882,4,2.7017536738431973,0.46421328545105567,-0.7264017578542101,0.6593949357396468,-0.33865906641825133,-1.4291513915007714,1.003851913694298,-1.2477234503411412
1816,1817,Past Life,Trevor Daniel,6Tdkyq2BxDIRjwtXvR1ZWP,spotify:track:6Tdkyq2BxDIRjwtXvR1ZWP,3.02,53,0.582,0.629,3,-5.882,0.0335,0.143,0.0,0.219,0.548,159.949,7,-0.6810216577712335,-0.3596869078713846,0.4370478189846911,0.50657934371323,-1.5195545495719258,0.4308251826542868,0.726043980447515,-0.7468408349204261
1817,1818,I'm Okay Now,badly,6xcfvAdi2nPQVRJG8eSHzE,spotify:track:6xcfvAdi2nPQVRJG8eSHzE,3.05,51,0.627,0.548,2,-7.372,0.047,0.297,2.93e-05,0.315,0.509,101.078,5,0.20903817441762973,0.11992827151500159,0.16624431706418286,1.172984913285238,-0.3421190988036835,-1.0830039555801305,1.2803058879616382,-0.42185638026110933
1818,1819,Home for the Summer,Sara Kays,14ahZtLV5yKtqQATTfQta0,spotify:track:14ahZtLV5yKtqQATTfQta0,2.59,62,0.682,0.529,4,-9.862,0.0469,0.782,0.000294,0.102,0.39,126.995,4,1.8513032228856716,0.4006935114434795,-0.5574520019579379,0.492491691322563,-0.9278470900143333,0.03357160427084846,0.7790734903362413,-0.9753661361022862
1819,1820,City,DBMK,5TK9UrM3qEiBQ3il3SJNVq,spotify:track:5TK9UrM3qEiBQ3il3SJNVq,2.78,48,0.437,0.243,7,-10.577,0.0281,0.851,1.62e-06,0.112,0.142,144.164,4,3.497123831151669,-0.9975512664564806,-0.042818057116522104,0.9620280391466913,-0.8262581867920586,0.6144260029859556,-0.3455374645877637,-1.1692890997591288
1820,1821,Lonely,Ralph Castelli,4fPk5AIvhAOK9KELmztQxX,spotify:track:4fPk5AIvhAOK9KELmztQxX,4.33,51,0.547,0.316,4,-14.575,0.0474,0.944,0.0956,0.0888,0.161,120.022,4,4.238783277722208,-0.38726452312747595,-0.11641014758679825,0.4157720075195394,-0.6889864515142996,-0.07906279676576342,0.6445958106005619,-0.7328734635465949
1821,1822,snowflake (feat. Jaden & Sarcastic Sounds),Powfu,7KW1AtQKFToSoF1kmyk2wE,spotify:track:7KW1AtQKFToSoF1kmyk2wE,3.12,64,0.419,0.408,9,-10.899,0.25,0.95,0.0,0.35,0.502,62.829,4,2.7309889514466765,0.8313142135840563,0.07225140531201622,3.1232887053100242,0.9989078941176655,-0.6953671327652223,0.22696320029498146,0.17195216589327367
1822,1823,Lose A Friend,Beowülf,1sMjYDNFpNoPjNH2ifBvuA,spotify:track:1sMjYDNFpNoPjNH2ifBvuA,3.38,48,0.756,0.392,6,-10.191,0.0446,0.262,1.83e-06,0.126,0.0658,125.022,4,1.8106183016571553,-0.030285950573266617,0.3822156766262917,0.08432060456432658,-0.1647101449889725,0.1670815289945879,0.4742287194347335,-1.8908826841388353
1823,1824,squares,Cavetown,0byJI4UB0ibHxUVz5Fz5Ne,spotify:track:0byJI4UB0ibHxUVz5Fz5Ne,4.45,52,0.641,0.154,0,-16.087,0.034,0.894,0.229,0.101,0.0396,130.056,4,5.111776880237515,-0.4999409119323555,0.21134645253938752,-0.36284567461601824,-1.3427972815886113,-0.2955925491591136,1.587678355462072,-0.4033661323914137
1824,1825,It's Not The Same Anymore,Rex Orange County,7vRia9rlEuTDQxkfXIKySi,spotify:track:7vRia9rlEuTDQxkfXIKySi,6.44,72,0.666,0.317,5,-10.644,0.0327,0.873,3.74e-05,0.111,0.359,117.676,4,2.9041205349787926,0.4895351968051484,-0.9695312324686484,0.8843811001862667,-0.707811070431174,0.1058377053949841,0.8536906118165256,-1.0202204230917524
1825,1826,Coffee Breath,Sofia Mills,28TkNtKHx6UnOZuoyv3Jzv,spotify:track:28TkNtKHx6UnOZuoyv3Jzv,2.73,72,0.866,0.211,11,-12.676,0.0404,0.974,0.0,0.0987,0.198,101.295,4,3.970940912533828,1.4008071849904657,-1.1196076699100808,0.9762623282317134,0.7594960407765047,0.8926478307299935,0.6412531514604759,-1.582457656480919
1826,1827,Tell Me,Era,0WUEI3wb6ei1gRvCJChfxA,spotify:track:0WUEI3wb6ei1gRvCJChfxA,3.82,49,0.496,0.258,3,-10.709,0.0465,0.878,7.2e-05,0.323,0.24,117.654,4,3.222044465742599,-0.5216406969672428,0.143389294866845,1.7445899000676572,-0.8253283880320536,-0.7497635480993031,0.5095407714675233,-0.13119349706931485
